#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-27T21:17:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ea74b405e01	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+AS/124/75&tab:{J/A+AS/124/75/systems}&key:source=J/A+AS/124/75/systems&HTTPPRM:&
#-source=J/A+AS/124/75/systems
#-order=I
#-out=IDS
#-out=Level
#-out=Comp
#-out=Type
#-out=logP
#-out=Sep
#-out=x_Sep
#-out=PA
#-out=Vmag1
#-out=SP1
#-out=Vmag2
#-out=SP2
#-out=Mass1
#-out=MCode1
#-out=Mass2
#-out=MCode2
#-out=Rem
#-out.all=2
#

#RESOURCE=yCat_41240075
#Name: J/A+AS/124/75
#Title: Multiple star catalogue (MSC) (Tokovinin 1997-1999)
#Table	J_A_AS_124_75_systems:
#Name: J/A+AS/124/75/systems
#Title: Individual subsystems
#Column	IDS	(a10)	IDS(1900)	[ucd=meta.id;meta.main]
#Column	Level	(I4)	Level in hierarchy (1)	[ucd=meta.code.multip]
#Column	Comp	(A3)	Component designation	[ucd=meta.id]
#Column	Type	(a6)	Observing technique/status (2)	[ucd=meta.code;obs]
#Column	logP	(F5.2)	? Logarithm (10) of period in days	[ucd=time.period]
#Column	Sep	(F8.3)	Separation or axis	[ucd=pos.angDistance]
#Column	x_Sep	(A1)	['"m] Units of sep. (',",m)	[ucd=meta.unit]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Vmag1	(F5.2)	V-magnitude of the primary	[ucd=phot.mag;em.opt.V]
#Column	SP1	(a5)	Spectral type of the primary	[ucd=src.spType]
#Column	Vmag2	(F5.2)	V-magnitude of the secondary	[ucd=phot.mag;em.opt.V]
#Column	SP2	(a5)	Spectral type of the secondary	[ucd=src.spType]
#Column	Mass1	(F6.2)	Mass of the primary	[ucd=phys.mass]
#Column	MCode1	(A1)	Mass estimation code for primary (3)	[ucd=meta.code]
#Column	Mass2	(F6.2)	Mass of the secondary	[ucd=phys.mass]
#Column	MCode2	(A1)	Mass estimation code for secondary (3)	[ucd=meta.code]
#Column	Rem	(a20)	Remark	[ucd=meta.note]
IDS|Level|Comp|Type|logP|Sep|x_Sep|PA|Vmag1|SP1|Vmag2|SP2|Mass1|MCode1|Mass2|MCode2|Rem
17505-1547|  12|Bab|s     |     |   0.000| |  0|10.10|     | 0.00|     |  0.90|*|  0.00| |T98
17520+1821|   1|AB |v     | 6.33|   2.613|"|292| 7.38|A2   | 7.54|0.96 |  4.29|s|  0.80|a|STF 2245
17520+1821|  11|Aab|v     | 4.13|   0.085|"| 62| 7.38|A2   | 0.00|     |  2.76|a|  1.53|:|McA 49
17524-3656|   1|AB |Crp   | 6.59|   7.550|"|103| 7.07|A1V  | 8.96|0.36 |  4.20|s|  1.57|a|HJ 5000
17524-3656|  11|Aab|E,S2  | 0.52|   0.607|m|  0| 7.68|A1V  | 7.98|A2V  |  2.20|*|  2.00|*|SB 1013, V1647 Sgr
17535+0428|   1|AB |V,S2  | 3.72|   0.171|"|  2|10.48|K0V  |11.20|     |  0.65|*|  1.01|s|Kui 84
17535+0428|  12|Bab|S2    | 1.54|   5.057|m|  0|11.59|M    |12.49|     |  0.55|*|  0.46|*|PAZh 20 368 1994
17553-4601|   1|AC |Cmh   | 7.27|   9.540|"|100| 9.65|F3IV |13.19|     |  2.26|s|  0.63|v|B 1874
17553-4601|  11|AB |v     | 6.52|   2.780|"|308| 9.65|F3IV |12.06|     |  1.46|a|  0.80|v|B 1874
17556+2930|   1|AB |Chrp  | 7.12|  11.500|"|190| 8.50|F5   |10.00|G5   |  2.48|s|  0.90|a|STF 2247
17556+2930|  11|AP |v     | 4.36|   0.150|"| 56| 9.20|F5   | 9.50|     |  1.29|a|  1.19|v|COU 1003
17576-0810|   1|AB |V     | 5.01|   1.494|"|278| 5.24|F2V  | 5.93|F5V  |  1.83|s|  1.29|a|HR 6733 HD 164764
17576-0810|  11|Aab|S1    | 2.27|   0.015|"|  0| 5.24|F2V  | 0.00|     |  1.54|a|  0.29|m|A&A 248 485 1991 DM
17581+2050|   1|Aac|s     |     |   0.000|"|  0| 5.28|B3IV | 0.00|     | 21.92|s|  0.00|s|
17581+2050|  11|Aab|S2    | 1.10|   0.942|m|  0| 6.03|B3IV | 6.03|B3IV | 10.96|a| 10.96|a|SB 1019
17581+2050|  12|Acd|e,s1  |-0.20|   0.000|"|  0| 0.00|     | 0.00|     |  0.00| |  0.00| |V820 Her
17590-3635|   1|AB |Ch?   | 7.10|   3.117|"|  3| 7.84|B4   | 8.97|     |  8.68|a|  5.80|s|HWE 88
17590-3635|  12|BC |v     | 6.00|   0.420|"| 22| 8.97|     |10.53|     |  5.80|*|  0.00| |B 1786
18016+2126|   1|AC |Chrp  | 6.79|  28.000|"|172| 7.40|G0V  |10.62|K7V  |  2.97|s|  1.07|s|STT 341
18016+2126|  11|AB |V,S2  | 3.86|   0.253|"|  0| 7.83|G0V  | 8.62|     |  1.93|s|  1.04|q|SB 1024, i=77
18016+2126|  12|Cab|S2    | 1.41|   4.627|m|  0|10.62|K7V  | 0.00|M0V  |  0.60|a|  0.47|a|AJ 108 694 1994
18016+2126| 111|Aab|S1,E  |-0.06|   0.593|m|  0| 7.83|G0V  | 0.00|G8V  |  1.10|a|  0.83|a|SB 1023, i=77+-7
18038+2605|   1|AB |Cmrp  | 6.65|  14.250|"|182| 5.88|A3V  | 5.85|A3V  |  3.96|s|  2.54|a|HR 6782, HD 166046
18038+2605|  11|Aab|V,s?  | 3.96|   0.235|"|175| 5.88|A3V  | 0.00|     |  2.54|a|  1.42|:|CHARA 67
18053-1951|   1|AB |v     | 5.47|   1.340|"|193| 7.07|A4V  | 7.15|F0   |  2.32|a|  2.99|s|BU 132
18053-1951|  12|BC |o     | 2.97|   0.024|"|  0| 7.51|F0   | 8.51|     |  1.70|a|  1.29|v|
18065+7547|   1|AC |Cpmh  | 7.45|  23.100|"|280| 6.80|A1V  | 9.10|F6V  |  3.94|s|  1.25|a|STF 2302
18065+7547|  11|AB |Chpr  | 6.59|   5.700|"|247| 7.02|A1V  | 9.97|0.59 |  2.98|a|  0.96|a|STF 2302
18075+7959|   1|AB |Chmrp | 6.61|  18.950|"|232| 5.68|F7   | 6.04|F7V  |  2.44|s|  2.31|s|HR 6809, HD 166865
18075+7959|  11|Aab|S2,V  | 3.10|   0.070|"|  0| 6.10|F7   | 6.93|     |  1.26|*|  1.18|*|PAZh 21 286 1995
18075+7959|  12|Bab|S2    | 1.02|   2.844|m|  0| 6.47|F7V  | 7.26|     |  1.21|a|  1.10|q|PAZh 21 286 1995
18081+3325|   1|AC |v     | 5.50|   0.710|"|218| 6.06|A3V  | 8.98|     |  4.86|s|  1.12|v|Ho 82
18081+3325|  11|AB |V     | 3.94|   0.062|"| 52| 6.67|A3V  | 6.97|     |  2.54|a|  2.32|v|B 2545
18110-3408|   1|AB |Ch    | 8.21|  39.000|"| 86| 6.16|B3V  | 9.68|A1V  |  9.30|s|  2.98|a|HJ 5036
18110-3408|   1|AC |Cp    | 8.83|  94.100|"| 41| 6.16|B3V  | 8.00|B9V  |  9.30|s|  6.23|s|HJ 5036
18110-3408|  11|Aab|S2,E  | 0.38|   0.185|m|  0| 6.32|B5V  | 8.29|A2V  |  7.00|*|  2.30|*|SB 1035, RS Sgr i=82
18110-3408|  13|CD |c     | 8.04|  16.500|"|347| 8.70|B9V  |10.20|     |  3.84|a|  2.39|v|HJ 5036
18140-6132|   1|AB |Ch?   | 5.98|   3.300|"|154| 4.36|K4III| 8.60|     |  9.52|s|  1.33|v|GLE 2
18140-6132|  11|Aab|S1,a  | 3.35|   0.055|"|  0| 4.36|K4III| 0.00|     |  4.80|a|  4.72|m|SB 1042
18148+4348|   1|AC |v     | 5.87|   1.759|"|167| 9.19|F8   |11.87|     |  2.08|s|  0.64|v|A 578
18148+4348|  11|AB |V     | 4.96|   0.260|"|278| 9.53|F8   |10.62|     |  1.18|a|  0.90|v|A 578
18199+8434|   1|AC |Ch    | 6.70|   9.200|"|203| 9.70|G5   |12.20|K6V? |  1.73|s|  0.65|a|HU 65
18199+8434|  11|AB |v     | 5.59|   1.500|"|259| 9.70|G5   |10.50|K0V? |  0.95|s|  0.78|a|HU 65
18199+8434| 111|Aab|S1    | 0.67|   0.642|m|  0| 9.70|G5   | 0.00|     |  0.90|a|  0.05|*|A&AS 136 373 1999
18214+5135|   1|AB |v     | 5.75|   2.596|"|205| 9.08|0.61 | 9.22|0.64 |  0.94|a|  0.92|s|ES 187
18214+5135|  12|Bab|S1    | 2.10|   7.550|m|  0| 9.22|0.64 | 0.00|     |  0.92|a|  0.00| |T98, preliminary
18221+0008|   1|AB |Chp   | 5.71|   3.778|"|320| 5.34|G0III| 7.55|F5V  |  7.94|s|  2.08|s|HD 169986
18221+0008|  11|AP |v??   | 3.99|   0.250|"|157| 5.34|G0III| 0.00|     |  6.54|s|  1.40|:|STF 2316 Ap
18221+0008|  12|Bab|s     |     |   0.000| |  0| 7.55|F5V  | 0.00|     |  1.29|a|  0.79|:|ApJS 62 147 1986
18221+0008| 111|Aab|S2    | 2.59|   0.027|"|  0| 5.34|G0III| 0.00|A6V  |  2.50|a|  4.04|s|SB 1056, i=43+-3
18221+0008|1112|Abc|S2    | 0.27|   0.658|m|  0| 5.34|A6V  | 0.00|A6V  |  2.02|a|  2.02|a|SB 1055, i=39+-3
18222+7117|   1|AB |V     | 5.00|   0.392|"|280| 4.47|A0pSi| 5.92|     |  4.07|s|  2.05|v|STT 353
18222+7117|  11|Aab|S1    | 1.43|   3.160|m|  0| 4.47|A0pSi| 0.00|     |  3.20|a|  0.87|m|SB 1057
18224+5844|   1|AC |Cmrp  | 7.75|  89.250|"| 20| 4.98|A1V  | 7.92|F8V  |  4.23|s|  1.44|s|HD 238865 BD+58 1810
18224+5844|  11|AB |Chpr  | 5.76|   3.788|"|350| 5.05|A1V  | 8.05|F6V  |  2.98|a|  1.25|a|STF 2323
18224+5844|  12|Ca |S1    | 0.43|   0.743|m|  0| 7.92|F8V  | 0.00|     |  1.18|a|  0.26|m|PAZh 21 283 1995
18227+4842|   1|AC |v     | 5.61|   0.708|"| 20| 7.70|G5III| 8.16|     |  3.20|a|  2.77|v|STT 351
18227+4842|   1|AB |v     | 5.09|   0.320|"|264| 8.23|G5III| 8.73|     |  3.20|a|  3.00|v|HU 66
18251+0359|   1|AB |Chp   | 7.81|  20.100|"|168| 6.69|B2V  |11.26|A7Vp | 19.60|s|  1.94|a|STF 2322
18251+0359|  11|Aab|v     | 4.65|   0.152|"|  0| 6.69|B2V  | 0.00|     | 13.24|a|  6.36|:|CHARA 72
18294+1739|   1|AC |v     | 5.81|   1.667|"|275| 7.45|F6V  | 8.62|0.62 |  2.19|s|  1.71|s|STF 2339
18294+1739|  11|AB |v     | 4.63|   0.225|"| 99| 7.77|F6V  | 8.94|     |  1.25|a|  0.94|v|HU 322
18294+1739|  12|CD |v??   | 4.61|   0.200|"|255| 8.62|0.62 | 0.00|     |  1.10|*|  0.61|:|WAK 21
18316+5140|   1|AC |Cmp   | 6.22|  16.330|"| 46| 8.10|M0Ve |15.80|M5V  |  0.89|s|  0.21|a|AJ 114 605 1997
18316+5140|  11|Aab|S2    | 0.78|   3.595|m|  0| 8.55|M0V  | 9.26|M1V  |  0.47|a|  0.42|a|SB 1069, i=28
18330+3323|   1|AB |Chrp  | 6.46|   7.300|"|205| 5.42|B8II |10.10|0.59 | 24.26|s|  0.96|a|STF 2349
18330+3323|  11|Aab|S1?   | 3.22|   0.050|"|  0| 5.42|B8II-| 0.00|     | 22.80|a|  1.46|m|SB 1071
18351-5552|   1|AC |Ch    | 7.29|  32.600|"|197| 7.68|F7V  |10.00|     |  2.13|s|  0.70|v|CP-55 8806
18351-5552|  11|AB |V     | 4.24|   0.268|"|197| 8.01|F7V  | 9.12|     |  1.21|a|  0.92|v|B 398
18366+5215|   1|AB |v     | 6.38|   1.909|"|321| 7.55|A1Vn | 7.75|G8III|  2.98|a|  5.38|s|HD 172713, STF 2368
18366+5215|  12|Bab|S1    | 2.59|   4.932|m|  0| 7.99|G8III| 9.49|F0V  |  3.68|a|  1.70|a|Obs. 110 126 1990
18370+2441|   1|AB |Cmp   | 4.96|   5.000|"|  0|12.40|M0?  |14.00|m    |  0.92|s|  0.00|a|
18370+2441|  11|Aab|S2    | 0.70|   7.313|m|  0|13.15|M0?  |13.15|     |  0.47|a|  0.45|q|A&A 344 897 1999
18374+3012|   1|AC |Chrp  | 7.23|  14.150|"|192| 6.96|G5III| 8.88|F7V  |  4.38|s|  1.21|a|STF 2367
18374+3012|  11|AB |V,S2  | 4.52|   0.250|"|  0| 7.63|G5III| 7.96|F8IV |  3.20|a|  1.18|a|SB 1073
18374-7306|   1|AB |v     | 5.97|   1.800|"|270| 6.20|B9IV | 7.81|0.05 |  6.91|s|  3.62|a|R 314
18374-7306|  11|Aab|s3    |     |   0.000|"|  0| 6.06|B9IV | 0.00|     |  3.84|a|  3.07|*|A&AS 52 471 1983
18385+3438|   1|AC |Crp   | 8.65|  90.900|"| 65| 6.46|B5V  |11.76| 0.60| 12.87|s|  0.99|a|BLL
18385+3438|  11|AB |Chp   | 7.83|  25.020|"| 82| 6.45|B5V  | 7.99|A0   |  9.67|s|  3.20|a|BD+34 3286,STF 2372
18385+3438| 111|AP |v     | 4.54|   0.146|"|294| 6.46|B5V  | 0.00|     |  6.40|a|  3.27|:|B 2546
18406+0524|   1|AB |v     | 6.17|   2.590|"|119| 6.27|A1V  | 7.03|A1V  |  5.96|s|  4.86|s|STF 2375
18406+0524|  11|AP |s,v   | 4.40|   0.141|"|132| 7.02|A1V  | 7.02|     |  2.98|a|  2.98|v|FIN 332
18406+0524|  12|BQ |v     | 4.43|   0.137|"|145| 7.27|A1V  | 8.79|     |  2.98|a|  1.88|v|FIN 332
18410+3933|   1|AC |Cmrp  | 8.09| 200.900|"|172| 5.06|A4V  | 5.23|A8V  |  3.94|s|  4.64|s|HR 7053 HD 173607
18410+3933|  11|AB |V,s?  | 5.63|   2.780|"|356| 5.06|A4V  | 6.02|F1V  |  2.32|a|  1.62|a|HR 7052 HD 173583
18410+3933|  12|CD |V     | 5.33|   2.950|"| 92| 5.23|A8Vn | 5.47|F0Vn |  2.94|s|  1.70|a|HR 7054 HD 173608
18410+3933| 121|CP |v     | 3.79|   0.189|"|  0| 5.23|A8Vn | 0.00|     |  1.86|a|  1.08|:|CHARA 77
18413+3730|   1|AD |Cmrp  | 7.19|  43.700|"|150| 4.36|A4m  | 5.73|F0IV |  3.16|s|  1.70|a|HR 7057 HD 173649
18413+3730|  11|Aab|S1    | 0.63|   1.610|m|  0| 4.36|A4m  | 0.00|     |  2.32|a|  0.84|m|SB 1079
18413-0104|   1|AB |Chpm  | 6.64|  12.800|"|120| 5.90|A2Vm | 7.51|F3Vm |  5.84|s|  1.46|a|STF 2379
18413-0104|  11|AP |v     | 3.68|   0.127|"|  8| 5.90|A2Vm | 0.00|     |  4.31|s|  1.53|:|McA 53
18413-0104| 111|Aab|S2    | 0.68|   1.136|m|  0| 5.90|A2Vm | 0.00|     |  2.76|a|  1.55|q|SB 1080
18449+4919|   1|AB |v     | 5.18|   0.340|"|217| 7.26|F5V  |10.05|     |  2.58|s|  0.67|v|BU 971
18449+4919|  11|Aab|S2    | 0.63|   0.288|m|  0| 8.01|F5V  | 8.01|F5V  |  1.29|a|  1.29|a|SB 1088
18464+3314|   1|AF |Chp   | 8.25|  86.000|"| 19| 3.45|B8II |10.16|A9m  | 50.16|s|  1.78|a|BU 293
18464+3314|   1|AB |Chpr  | 8.61|  45.700|"|149| 3.45|B8IIp| 7.22|B7V  | 22.80| |  5.12| |
18464+3314|  11|Aab|S1,E  | 1.11|   1.472|m|  0| 3.45|B8IIp| 0.00|     | 22.80|a| 27.36|m|SB 1092
18481-2252|   1|AB |v     | 6.63|   2.500|"| 97| 4.83|K2I+ |10.80|     | 17.72|s|  1.91|v|BU 1033
18481-2252|  11|Aab|s     | 2.28|   3.027|m|  0| 4.83|K2I  | 0.00|B9V  | 13.88|a|  3.84|a|ApJS 53 553 1983
18512+3350|   1|AC |Chmp  | 8.41|  45.400|"|350| 6.02|G8III| 7.69|B8V  |  7.78|s|  4.48|a|SHJ 282 HD 175634
18512+3350|  11|AB |v     | 6.40|   1.780|"|129| 6.08|G8III| 9.15|     |  6.32|s|  1.46|v|STT 525
18512+3350| 111|Aab|S1    | 3.20|   0.012|"|  0| 6.08|G8III| 0.00|     |  3.68|a|  2.64|m|JAA 11 491 1990
18538+1713|   1|Aac|v     | 5.09|   0.161|"|175| 5.38|F8Ib | 0.00|     | 11.45|s|  5.15|:|CHARA 82
18538+1713|  11|Aab|S1    | 3.16|   7.295|m|  0| 5.38|F8Ib | 0.00|     | 10.52|a|  0.93|m|SB 1107
18549-3702|   1|AC |Cm    | 7.90|  57.700|"| 24| 7.21|B9IV | 9.54|Ae   |  4.56|s|  5.95|s|CD-37 13024, TY CRa
18549-3702|  11|AB |v     | 6.36|   4.100|"|138| 7.21|B9IV |13.30|     |  3.84|a|  0.72|v|B 957
18549-3702|  12|Cac|S2    | 2.43|   0.011|"|  0| 9.54|Ae   | 0.00|     |  4.55|s|  1.40|*|A&A 310 228 1996
18549-3702| 121|Cab|S2,E  | 0.46|   0.480|m|  0| 9.54|Ae   | 0.00|     |  2.98|*|  1.57|*|TY Cra
18555+4032|   1|AB |Chrp  | 7.77|  19.000|"|236| 6.22|B3V  | 9.80|A5V  |  3.30|s|  3.30|s|STF 2431
18555+4032|  11|Aab|s1    | 0.77|   0.321|m|  0| 9.80|A5V  | 0.00|     |  2.10|a|  1.20|:|ApJ 222 556 1978
18598+5206|   1|AB |Chrp  | 6.71|   5.240|"|299| 6.49|G8III| 9.51|0.53 |  3.68|a|  1.89|s|STF 2450
18598+5206|  12|BC |V     | 4.70|   0.195|"|285|10.00|0.53 |10.60|     |  1.01|a|  0.88|v|HU 757
19019+5718|   1|AB |Chp   | 7.08|  10.605|"| 57| 8.43|A0   | 9.18|0.24 |  4.55|s|  1.65|a|ARG 33
19019+5718|  11|Aab|S1,E  | 0.26|   0.270|m|  0| 8.52|A0V  |10.68|     |  3.20|a|  1.35|m|SB 1118, BH Dra i=87
19023+1055|   1|AB |v     | 4.63|   0.310|"|305| 5.47|B8III| 6.42|     |  4.95|s|  3.32|v|HEI 568
19023+1055|  11|Aab|S1    | 0.11|   0.255|m|  0| 5.47|B8III| 0.00|     |  4.54|a|  0.41|m|SB 1119, Y Aql
19023+3017|   1|AB |V     | 5.40|   1.250|"|258| 8.46|K0V  | 9.94|     |  1.56|s|  0.58|v|STF 2454
19023+3017|  11|Aab|S2    | 1.44|   2.734|m|  0| 9.21|K0V  | 9.21|     |  0.78|a|  0.78|q|PAZh 21 407 1994
19038-2111|   1|AC |o,v   | 4.44|   0.400|"|122| 2.89|F2II | 6.00|     | 24.16|s|  4.04|v|FIN 311
19038-2111|  11|AB |o,v   | 3.72|   0.126|"|178| 3.80|F2II | 3.80|     | 12.08|a| 12.08|v|FIN 311
19044+3846|   1|AB |v     | 5.53|   1.310|"|125| 7.90|A3V  | 9.18|     |  3.68|s|  1.74|v|STF 2469
19044+3846|  11|Aab|S1    | 0.19|   0.314|m|  0| 7.90|A3V  | 0.00|     |  2.54|a|  1.14|m|SB 1127
19054+3426|   1|AB |Cmhpr | 6.52|  16.400|"|262| 6.77|G1V  | 8.05|0.76 |  1.89|s|  0.86|a|BD+34 3438 STF 2474
19054+3426|  11|AP |V,S2  | 3.11|   0.077|"|173| 6.93|G1V  | 8.93|K1V  |  1.10|*|  0.79|*|CHARA 84, T97
19063+5510|   1|AC |Chp   | 6.57|   6.620|"| 29| 7.32|A3III| 9.68| 0.55|  4.05|s|  0.99|a|STF 2479
19063+5510|  11|AB |v     | 5.06|   0.609|"|355| 7.50|A3III| 9.33|     |  2.55|a|  1.50|v|D 19
19077+3837|   1|AB |Chpr  | 5.82|   4.500|"|206| 8.90|G6V  | 8.90|G5V  |  1.46|s|  1.72|s|STF 2481
19077+3837|  11|Aab|s     |     |   0.000| |  0| 8.90|G6V  | 0.00|     |  0.88|a|  0.58|:|T96, P ~1y?
19077+3837|  12|BC |V     | 4.36|   0.370|"|  0| 8.90|G5   | 9.30|     |  0.90|a|  0.82|v|SE 2
19094-2526|   1|AB |V,S2  | 3.86|   0.153|"|  0| 5.50|G8III| 5.70|A9III|  2.70|*|  3.80|s|B 430, SB 1135
19094-2526|  12|Bab|S2    | 1.03|   1.475|m|  0| 5.70|A9III| 0.00|A7V  |  2.10|*|  1.70|*|SB 1134 i=74.5
19119+1422|   1|AB |Chpr  | 6.61|   8.320|"|346| 5.68|B9.5V| 9.57|0.64 |  5.90|s|  0.92|a|STF 2489
19119+1422|  11|Aab|v     | 3.36|   0.054|"| 54| 5.68|B9.5V| 0.00|     |  3.84|a|  2.06|:|CHARA 85
19119+2717|   1|AB |v     | 5.85|   0.887|"|159| 7.00|B5III| 7.54|     |  7.95|s|  5.38|v|STT 371
19119+2717|  11|Aab|S1    | 0.47|   0.192|m|  0| 7.00|B5III| 0.00|     |  6.50|a|  1.45|m|SB 1138
19168-0747|   1|AC |Ch    | 6.81|   5.200|"|125| 9.50|F2   |11.50|     |  3.08|s|  0.92|v|HO 104
19168-0747|  11|AB |v     | 4.75|   0.200|"| 81| 9.50|F2   | 9.50|     |  1.54|a|  1.54|v|A 102
19185+0919|   1|AB |Cmh   | 6.97|   8.620|"|181| 8.59|A0   | 9.11|     |  3.20|a|  2.70|s|STF 2510
19185+0919|  12|BC |v     | 4.93|   0.290|"|192| 9.11|     |10.02|     |  2.70|*|  0.00| |A 1179
19219+5002|   1|Aac|S1    | 3.72|   0.031|"|  0| 6.49|M7III| 0.00|K0V? |  2.20|s|  0.70|*|AJ 105 1074 1993
19219+5002|  11|Aab|S1    | 2.88|   7.785|m|  0| 6.49|M7III| 0.00|WD   |  2.00|*|  0.20|*|AJ 105 1074 1993
19240-0714|   1|AB |v     | 6.22|   1.500|"|230| 6.61|F7I  |11.70|     | 18.81|s|  2.02|v|Kui 91
19240-0714|  11|AP |v?    | 4.28|   0.074|"|174| 6.61|F7I  | 0.00|     | 13.54|s|  5.27|:|Ismailov 1992
19240-0714| 111|Aab|S1,a  | 3.27|   0.014|"|  0| 6.61|F7I  | 0.00|A2   | 10.78|a|  2.76|a|SB 1154
19260-0219|   1|AB |v     | 5.56|   1.280|"| 63| 7.14|B8V  | 9.63|     |  8.32|s|  2.04|v|D 20
19260-0219|  11|Aab|S2,E  | 0.72|   0.711|m|  0| 7.14|B8V  | 0.00|B9V  |  4.48|a|  3.84|a|SB 1156, V822 Aql
19267+2744|   1|AB |Chpm  | 7.29|  34.400|"| 54| 3.08|K3II | 5.11|B8e  | 18.36|s|  4.48|a|HR 7418 HD 183914
19267+2744|  11|Aab|v     | 4.47|   0.420|"|149| 3.22|K3II | 5.34|B9.5V| 14.52|a|  3.84|a|McA 55
19319+2803|   1|Aac|E*    |     |   0.000| |  0| 9.30|A0V  |10.05|A1V  |  3.55|s|  2.98|a|AJ 114 2140 1998
19319+2803|  11|Aab|E,2   | 0.45|   0.131|m|  0|10.05|A0V  |10.63|A2V  |  1.98|*|  1.57|*|AJ 114 2140 1998
19324+5024|   1|AB |V     | 4.55|   0.275|"|  0| 7.80|F6IV | 8.30|0.65 |  1.38|s|  0.92|a|HU 679
19324+5024|  11|Aab|S1    | 1.60|   2.507|m|  0| 7.80|0.51 | 0.00|     |  1.04|a|  0.34|m|Smekhov, 1998
19350-1631|   1|AC |Chrp  | 7.45|  45.600|"| 42| 6.20|K2III| 8.90|F9IV |  5.58|s|  1.14|a|BD-16 5400 HD 185673
19350-1631|  11|Aab|s?,o  | 3.50|   0.100| |  0| 6.20|K2III| 0.00|F8V? |  4.40|a|  1.18|a|
19365+1335|   1|AB |v     | 4.72|   0.178|"|306| 6.73|B5V  | 6.79|     |  7.38|s|  6.27|v|KUI 93
19365+1335|  11|Aab|S1,E  | 0.40|   0.190|m|  0| 6.73|B5V  | 0.00|     |  6.40|a|  0.98|m|SB 1170, QS Aql
19403-6204|   1|AC |Chp   | 6.70|  13.970|"|342| 7.35|G0   |10.45|1.05 |  2.12|s|  0.78|a|HJ 5141
19403-6204|  11|AB |V     | 4.35|   0.302|"|343| 7.97|G0   | 8.26|     |  1.10|a|  1.02|v|I 120
19426+3329|   1|AP |Cmrp  | 8.63| 792.000|"|237| 4.99|F7V  | 7.50|K3V  |  1.86|s|  1.46|s|Gl 765.4, ADS 12889
19426+3329|  11|AB |Chrp  | 6.53|  26.000|"| 69| 4.99|F7V  | 8.56|dK6  |  1.21|a|  0.65|a|BD+33 3589
19426+3329|  12|PQ |V     | 4.91|   2.048|"|  0| 8.35|K3V  | 8.54|K3V  |  0.73|a|  0.73|a|STF 2576
19445+1853|   1|AC |Chrp  | 6.49|   8.500|"|311| 5.05|A3V  | 9.03|0.46 |  7.33|s|  1.10|a|STF 2585
19445+1853|  11|AB |V     | 3.92|   0.146|"|  0| 5.62|A3V  | 6.02|     |  5.08|s|  2.25|v|AGC 11
19445+1853| 111|Aab|s2?   |     |   0.000| |  0| 6.37|A3V  | 6.37|     |  2.54|a|  2.54|v|ApJS 46 247 1981
19475-1451|   1|AB |v,E*  | 4.15|   0.162|"|190| 6.46|A2V+ | 9.20|F7V  |  3.34|s|  1.20|*|CHARA 90
19475-1451|  11|Aab|E,S2,o| 0.07|   0.281|m|  0| 6.60|A2V  | 8.76|G8IV |  2.20|*|  1.14|*|SB 1181, V505 Sgr
19499-0700|   1|AB |V     | 5.14|   1.090|"|316| 6.86|F2V  | 7.90|     |  3.08|s|  1.17|v|STF 2597
19499-0700|  11|Aab|s2    |     |   0.000| |  0| 7.61|F2V  | 7.61|     |  1.54|a|  1.54|v|A&AS 61 53 1985.
19506+4410|   1|AB |Cm    | 5.07|   7.969|"| 98|13.41|M5V  |14.01|     |  0.21|s|  0.10|*|GJ 1245B
19506+4410|  11|AC |A,V   | 3.74|   0.800|"|265|13.41|M5V  | 0.00|     |  0.12|*|  0.09|*|ApJ 396 178 1992
19516+4136|   1|AB |V     | 3.97|   0.270|"|  0| 7.89|G9IV | 8.58|     |  1.70|s|  0.69|v|HO 581
19516+4136|  11|Aab|S1    | 2.19|   0.015|"|  0| 7.89|G9IV | 0.00|     |  1.30|*|  0.40|*|SB 1187
19523-5539|   1|AB |v     | 5.39|   1.180|"| 21| 9.40|K1IV |10.63|     |  0.76|a|  1.20|s|I 1041
19523-5539|  12|BC |v     | 4.56|   0.280|"| 95|11.33|     |11.43|     |  0.60| |  0.60| |B 459
19546+4159|   1|AC |Chp   | 6.73|   3.020|"|289| 6.57|A3V  | 8.73|0.22 |  5.38|s|  1.73|a|STF 2607
19546+4159|  11|AB |v,s   | 5.48|   0.400|"|263| 6.73|A3V  | 8.73|     |  3.96|s|  1.42|v|STT 392
19567+1028|   1|AB |V     | 5.93|   3.822|"|354| 7.48|0.43 | 7.98|0.47 |  1.75|s|  1.09|a|STF 2613
19567+1028|  11|Aab|S1    | 0.65|   0.806|m|  0| 7.48|F5V  | 0.00|     |  1.29|a|  0.46|m|SB 1194
19597+3545|   1|AB |v     | 7.08|   1.961|"|174| 7.20|O5Ife| 7.80|O9III| 88.20|s| 22.20|a|STF 2624
