#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-03T22:50:01 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5de6e5ee89d3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/PASP/116/1012&tab:{J/PASP/116/1012/cat1}&tab:{J/PASP/116/1012/crossid}&key:source=J/PASP/116/1012/cat1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#-order=I
#-out=n_SMV
#-out=SMV
#-joincol={J/PASP/116/1012/cat1}.{SMV}
#-joincol=SMV
#-joincol={J/PASP/116/1012/crossid}.{SMV}
#-outjoin={J/PASP/116/1012/crossid}.{SMV}
#-out=Xpos
#-out=Ypos
#-out=Umag
#-out=e_Umag
#-out=o_Umag
#-out=Bmag
#-out=e_Bmag
#-out=o_Bmag
#-out.all=2
#-out=Vmag
#-out=e_Vmag
#-out=o_Vmag
#-out=Rmag
#-out=e_Rmag
#-out=o_Rmag
#-out=Imag
#-out=e_Imag
#-out=o_Imag
#-out=Memb
#-out=Npm
#-out=RAJ2000
#-out=DEJ2000
#-out=S62
#-out=Sh65
#-out=C68
#-out=UMK
#-out=MT
#-out=E
#-out=PKM
#-out=DGV
#-out=S99
#-out=KS
#-out=Name
#-out.all=2
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#
#Table	J_PASP_116_1012_cat1_J_PASP_116_1012_crossid:
#Name: J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#Title:
#Column	recno1	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	n_SMV1	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV1	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Xpos1	(F7.1)	X pixel coordinate (G1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos1	(F7.1)	Y pixel coordinate (G1)	[ucd=pos.cartesian.y;instr.det]
#Column	Umag1	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	e_Umag1	(F6.4)	? U standard error of the mean	[ucd=stat.error;phot.mag;em.opt.U]
#Column	o_Umag1	(I2)	U number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Bmag1	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag1	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	o_Bmag1	(I2)	B number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Vmag1	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag1	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	o_Vmag1	(I2)	V number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Rmag1	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag1	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	o_Rmag1	(I2)	R number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Imag1	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag1	(F6.4)	? I standard error of the mean	[ucd=stat.error;phot.mag;em.opt.I]
#Column	o_Imag1	(I1)	I number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Memb1	(I3)	? Mean membership probability in % [NULL integer written as an empty string]	[ucd=stat]
#Column	Npm1	(I1)	Number of independent measures of the proper motion [NULL integer written as an empty string]	[ucd=meta.number]
#Column	RAJ20001	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	recno2	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	SMV2	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S622	(a7)	Object number in Sandage, 1962ApJ...135..333S (1)	[ucd=meta.id]
#Column	Sh652	(I2)	? Object number in Sharov, 1965SoSht.142...20S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	C682	(I3)	? Object number in Cannon 1968, unpublished dissertation [NULL integer written as an empty string]	[ucd=meta.id]
#Column	UMK2	(I3)	? Object number in Upgren, Mesrobian & Kerridge 1972AJ.....77...74U (2) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	MT2	(a7)	Object number in McClure & Twarog 1977ApJ...214..111M (3)	[ucd=meta.id]
#Column	E2	(a6)	Object number in Caputo et al. 1990AJ.....99..261C (4)	[ucd=meta.id]
#Column	PKM2	(I4)	? Object number in Platais et al. 2003, Cat. <J/AJ/126/2922> (5) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	DGV2	(I4)	? Object number in Dinescu et al. 1996AJ....111.1205D (6) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S992	(I4)	? Object number in Sarajedini et al. 1999AJ....118.2894S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	KS2	(A3)	Object number in Catalogued variables	[ucd=meta.id]
#Column	Name2	(a8)	Other name	[ucd=meta.id]
recno|n_SMV|SMV|Xpos|Ypos|Umag|e_Umag|o_Umag|Bmag|e_Bmag|o_Bmag|Vmag|e_Vmag|o_Vmag|Rmag|e_Rmag|o_Rmag|Imag|e_Imag|o_Imag|Memb|Npm|RAJ2000|DEJ2000|recno|SMV|S62|Sh65|C68|UMK|MT|E|PKM|DGV|S99|KS|Name
    7399|x|  12455| 6061.6| 5466.9|      |      | 0|21.746|0.0150| 1|20.084|0.0151| 1|      |      | 0|      |      |0|   |0|01 02 00.57|+85 29 08.8|    7280|  12455|       |  |   |   |       |      |2212|    |    |   |
    7400|x|  12456| 6061.7| 4346.7|      |      | 0|20.837|0.0189| 1|19.887|0.0178| 1|      |      | 0|      |      |0|  6|1|01 01 31.62|+85 19 49.8|    7281|  12456|       |  |   |   |       |      |6598|    |    |   |
    7401|x|  12457| 6061.7| 2787.0|      |      | 0|19.826|0.0160| 1|19.074|0.0172| 1|      |      | 0|      |      |0|  0|1|01 00 54.30|+85 06 51.3|    7282|  12457|       |  |   |   |       |      |6686|    |    |   |
    7402|x|  12458| 6062.5| 1973.5|      |      | 0|16.343|0.0203| 2|15.665|0.0148| 2|      |      | 0|      |      |0| 73|2|01 00 36.42|+85 00 05.2|    7283|  12458|       |  |   |   |       |      |9418|  14|    |   |
    7403|x|  12459| 6062.8| 5363.0|      |      | 0|20.178|0.0186| 1|18.967|0.0187| 1|      |      | 0|      |      |0|  0|1|01 01 58.31|+85 28 16.9|    7284|  12459|       |  |   |   |       |      |2222|    |    |   |
    7404|x|  12460| 6064.0| 2394.0|      |      | 0|22.269|0.0150| 1|20.735|0.0192| 1|      |      | 0|      |      |0|   |0|01 00 46.31|+85 03 35.1|    7285|  12460|       |  |   |   |       |      |9504|    |    |   |
    7405|x|  12461| 6064.1| 4961.0|      |      | 0|19.629|0.0156| 1|18.194|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 48.28|+85 24 56.3|    7286|  12461|       |  |   |   |       |      |6556|    |    |   |
    7406|x|  12462| 6065.0| 6251.8|      |      | 0|21.352|0.0229| 1|19.725|0.0157| 1|      |      | 0|      |      |0|   |0|01 02 23.60|+85 35 40.3|    7287|  12462|       |  |   |   |       |      |2164|    |    |   |
    7407|x|  12463| 6065.5| 4758.5|      |      | 0|21.445|0.0173| 1|20.451|0.0152| 1|      |      | 0|      |      |0|  9|1|01 01 43.60|+85 23 15.1|    7288|  12463|       |  |   |   |       |      |6581|    |    |   |
    7408|x|  12465| 6066.6| 4899.3|      |      | 0|16.460|0.0151| 1|15.606|0.0151| 1|      |      | 0|      |      |0|  0|1|01 01 47.73|+85 24 25.4|    7289|  12465|       |  |   |   |       |      |6568|    |    |   |
    7409|x|  12466| 6067.0| 5171.1|      |      | 0|22.189|0.0150| 1|21.453|0.0219| 1|      |      | 0|      |      |0|   |0|01 01 55.01|+85 26 41.0|    7290|  12466|       |  |   |   |       |      |2420|    |    |   |
    7410|x|  12467| 6067.6| 4470.1|      |      | 0|22.184|0.0150| 1|21.311|0.0447| 1|      |      | 0|      |      |0|   |0|01 01 37.13|+85 20 51.2|    7291|  12467|       |  |   |   |       |      |7059|    |    |   |
    7411|x|  12468| 6070.5| 6227.7|      |      | 0|21.538|0.0150| 1|20.849|0.0163| 1|      |      | 0|      |      |0|   |0|01 02 25.31|+85 35 28.1|    7292|  12468|       |  |   |   |       |      |2167|    |    |   |
    7412|x|  12470| 6072.2| 5346.2|      |      | 0|15.034|0.0240| 2|14.389|0.0182| 2|      |      | 0|      |      |0|  3|2|01 02 01.83|+85 28 08.2|    7293|  12470|       |  |730|   |       |      |2223|    |    |   |
    7413|x|  12471| 6073.0| 3799.4|      |      | 0|19.759|0.0175| 1|18.484|0.0164| 1|      |      | 0|      |      |0|  0|1|01 01 22.66|+85 15 16.3|    7294|  12471|       |  |   |   |       |      |6617|    |    |   |
    7414|x|  12472| 6073.2| 2518.6|      |      | 0|21.802|0.0150| 1|20.314|0.0161| 1|      |      | 0|      |      |0|   |0|01 00 52.68|+85 04 37.0|    7295|  12472|       |  |   |   |       |      |9495|    |    |   |
    7415|x|  12473| 6074.2| 2945.2|      |      | 0|17.752|0.0167| 1|16.896|0.0177| 1|      |      | 0|      |      |0|  0|1|01 01 02.85|+85 08 09.9|    7296|  12473|       |  |   |   |       |      |6675|    |    |   |
    7416|x|  12474| 6076.5| 2840.5|      |      | 0|21.256|0.0168| 1|19.541|0.0175| 1|      |      | 0|      |      |0|  0|1|01 01 01.30|+85 07 17.6|    7297|  12474|       |  |   |   |       |      |6683|    |    |   |
    7417|x|  12475| 6077.4| 4849.4|      |      | 0|13.507|0.0246| 2|12.800|0.0638| 1|      |      | 0|      |      |0|  0|2|01 01 50.90|+85 24 00.2|    7298|  12475|       |  |653|   |       |      |6571|    |    |V15|
    7418|x|  12476| 6078.6| 4394.9|      |      | 0|20.577|0.0709| 1|20.285|0.0423| 1|      |      | 0|      |      |0|   |0|01 01 39.74|+85 20 13.3|    7299|  12476|       |  |   |   |       |      |6596|    |    |   |
    7419|x|  12477| 6079.2| 2420.1|      |      | 0|19.948|0.0166| 1|19.066|0.0155| 1|      |      | 0|      |      |0|  0|1|01 00 52.77|+85 03 47.7|    7300|  12477|       |  |   |   |       |      |9397|    |    |   |
    7420|x|  12478| 6079.7| 2435.2|      |      | 0|18.224|0.0154| 1|16.892|0.0159| 1|      |      | 0|      |      |0|  0|1|01 00 53.29|+85 03 55.2|    7301|  12478|       |  |   |   |       |      |9395|    |    |   |
    7421|x|  12479| 6080.0| 5960.2|      |      | 0|16.624|0.0152| 1|15.967|0.0154| 1|      |      | 0|      |      |0|  0|1|01 02 21.92|+85 33 14.4|    7302|  12479|       |  |   |   |       |      |2183|    |    |   |
    7422|x|  12480| 6080.3| 4811.9|      |      | 0|19.118|0.0154| 1|18.012|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 51.13|+85 23 41.4|    7303|  12480|       |  |   |   |       |      |6576|    |    |   |
    7423|x|  12482| 6082.7| 5317.0|      |      | 0|14.884|0.0279| 2|14.386|0.0163| 2|      |      | 0|      |      |0| 33|2|01 02 05.47|+85 27 53.3|    7304|  12482|       |  |729|   |       |      |2230|    |    |   |
    7424|x|  12483| 6083.0| 4002.3|      |      | 0|22.134|0.0212| 1|20.497|0.0187| 1|      |      | 0|      |      |0|   |0|01 01 31.69|+85 16 57.2|    7305|  12483|       |  |   |   |       |      |6609|    |    |   |
    7425|x|  12484| 6084.5| 2895.9|      |      | 0|18.880|0.0160| 1|18.027|0.0161| 1|      |      | 0|      |      |0|  0|1|01 01 05.74|+85 07 45.0|    7306|  12484|       |  |   |   |       |      |6677|    |    |   |
    7426|x|  12485| 6086.4| 3255.5|      |      | 0|18.788|0.0158| 1|17.778|0.0161| 1|      |      | 0|      |      |0|  0|1|01 01 14.95|+85 10 44.4|    7307|  12485|       |  |   |   |       |      |6645|    |    |   |
    7427|x|  12486| 6086.7| 3296.0|      |      | 0|19.248|0.0166| 1|18.300|0.0158| 1|      |      | 0|      |      |0|  0|1|01 01 16.02|+85 11 04.7|    7308|  12486|       |  |   |   |       |      |6644|    |    |   |
    7428|x|  12489| 6089.2| 4571.8|      |      | 0|20.819|0.0175| 1|19.684|0.0163| 1|      |      | 0|      |      |0| 33|1|01 01 48.62|+85 21 41.3|    7309|  12489|       |  |   |   |       |      |6590|    |    |   |
    7429|x|  12491| 6092.1| 2146.0|      |      | 0|22.052|0.0150| 1|20.717|0.0175| 1|      |      | 0|      |      |0|   |0|01 00 51.58|+85 01 30.5|    7310|  12491|       |  |   |   |       |      |9520|    |    |   |
    7430|x|  12492| 6092.4| 2643.2|      |      | 0|19.055|0.0155| 1|18.421|0.0157| 1|      |      | 0|      |      |0|  0|1|01 01 02.98|+85 05 38.7|    7311|  12492|       |  |   |   |       |      |9387|    |    |   |
    7431|x|  12493| 6093.5| 5344.6|      |      | 0|21.743|0.0310| 1|20.141|0.0175| 1|      |      | 0|      |      |0|   |0|01 02 10.77|+85 28 06.8|    7312|  12493|       |  |   |   |       |      |2224|    |    |   |
    7432|x|  12494| 6095.5| 2155.7|      |      | 0|16.976|0.0155| 1|16.279|0.0152| 1|      |      | 0|      |      |0|  0|1|01 00 53.09|+85 01 35.2|    7313|  12494|       |  |   |   |       |      |9409|    |    |   |
    7433|x|  12495| 6096.7| 3032.9|      |      | 0|16.835|0.0168| 1|15.933|0.0189| 1|      |      | 0|      |      |0|  0|1|01 01 13.71|+85 08 53.0|    7314|  12495|       |  |   |   |       |      |6667|    |    |   |
    7434|x|  12496| 6096.8| 3125.8|      |      | 0|21.362|0.0150| 1|21.047|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 15.96|+85 09 39.4|    7315|  12496|       |  |   |   |       |      |6655|    |    |   |
    7435|x|  12499| 6100.6| 4910.7|      |      | 0|18.796|0.0157| 1|17.938|0.0151| 1|      |      | 0|      |      |0|  0|1|01 02 02.13|+85 24 30.0|    7316|  12499|       |  |   |   |       |      |6565|    |    |   |
    7436|x|  12500| 6102.2| 2142.8|      |      | 0|21.035|0.0216| 1|19.605|0.0155| 1|      |      | 0|      |      |0|   |0|01 00 55.36|+85 01 28.6|    7317|  12500|       |  |   |   |       |      |9411|    |    |   |
    7437|x|  12501| 6102.6| 2340.0|      |      | 0|20.818|0.0195| 1|20.261|0.0163| 1|      |      | 0|      |      |0|   |0|01 00 59.99|+85 03 07.0|    7318|  12501|       |  |   |   |       |      |9403|    |    |   |
    7438|x|  12502| 6103.1| 4768.8|      |      | 0|15.209|0.0156| 2|14.540|0.0153| 2|      |      | 0|      |      |0|  0|2|01 01 59.47|+85 23 19.1|    7319|  12502|       |  |652|   |       |      |6580|    |    |   |
    7439|x|  12505| 6105.4| 2934.6|      |      | 0|22.589|0.0150| 1|21.567|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 14.85|+85 08 03.7|    7320|  12505|       |  |   |   |       |      |7251|    |    |   |
    7440|x|  12506| 6105.7| 3788.7|      |      | 0|15.003|0.0186| 2|13.895|0.0285| 2|      |      | 0|      |      |0| 81|1|01 01 35.58|+85 15 10.0|    7321|  12506|       |  |   |   |64     |      |6619|    |    |   |
    7441|x|  12507| 6106.2| 3085.3|      |      | 0|20.345|0.0150| 1|19.949|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 18.70|+85 09 18.9|    7322|  12507|       |  |   |   |       |      |6661|    |    |   |
    7442|x|  12508| 6106.2| 1774.0|      |      | 0|17.409|0.0152| 1|16.639|0.0150| 1|      |      | 0|      |      |0|  7|1|01 00 48.70|+84 58 24.4|    7323|  12508|       |  |   |   |       |      |9422|    |    |   |
    7443|x|  12509| 6108.3| 5749.0|      |      | 0|19.846|0.0161| 1|18.912|0.0162| 1|      |      | 0|      |      |0|  0|1|01 02 28.11|+85 31 28.1|    7324|  12509|       |  |   |   |       |      |2200|    |    |   |
    7444|x|  12511| 6110.3| 6416.2|      |      | 0|17.275|0.0155| 1|16.600|0.0166| 1|      |      | 0|      |      |0|  0|1|01 02 47.96|+85 37 00.9|    7325|  12511|       |  |   |   |       |      |2149|    |    |   |
    7445|x|  12513| 6112.7| 2650.0|      |      | 0|21.545|0.0150| 1|19.551|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 11.04|+85 05 41.5|    7326|  12513|       |  |   |   |       |      |9494|    |    |   |
    7446|x|  12514| 6113.0| 2431.0|      |      | 0|20.335|0.0151| 1|19.067|0.0157| 1|      |      | 0|      |      |0|  0|1|01 01 06.09|+85 03 52.1|    7327|  12514|       |  |   |   |       |      |9396|    |    |   |
    7447|x|  12516| 6115.9| 5688.4|      |      | 0|21.083|0.0198| 1|19.809|0.0152| 1|      |      | 0|      |      |0|  0|1|01 02 29.65|+85 30 57.6|    7328|  12516|       |  |   |   |       |      |2207|    |    |   |
    7448|x|  12517| 6116.2| 5451.3|      |      | 0|19.086|0.0165| 1|18.160|0.0151| 1|      |      | 0|      |      |0|  0|1|01 02 23.21|+85 28 59.3|    7329|  12517|       |  |   |   |       |      |2213|    |    |   |
    7449|x|  12518| 6116.3| 2387.4|      |      | 0|22.102|0.0150| 1|20.670|0.0175| 1|      |      | 0|      |      |0|   |0|01 01 06.36|+85 03 30.3|    7330|  12518|       |  |   |   |       |      |9506|    |    |   |
    7450|x|  12519| 6119.7| 5240.6|      |      | 0|      |      | 0|20.704|0.0150| 1|      |      | 0|      |      |0|   |0|01 02 18.96|+85 27 14.0|    7331|  12519|       |  |   |   |       |      |2418|    |    |   |
    7451|x|  12520| 6123.4| 5710.5|      |      | 0|22.372|0.0150| 1|21.106|0.0169| 1|      |      | 0|      |      |0|   |0|01 02 33.48|+85 31 08.3|    7332|  12520|       |  |   |   |       |      |2415|    |    |   |
    7452|x|  12521| 6124.0| 1906.3|      |      | 0|16.748|0.0158| 1|16.048|0.0150| 1|      |      | 0|      |      |0| 56|1|01 00 58.41|+84 59 29.9|    7333|  12521|       |  |   |   |       |      |9420|    |    |   |
    7453|x|  12524| 6128.1| 3454.2|      |      | 0|17.425|0.0166| 1|16.718|0.0159| 1|      |      | 0|      |      |0|  0|1|01 01 36.29|+85 12 22.3|    7334|  12524|       |  |   |   |       |      |6638|    |    |   |
    7454|x|  12525| 6128.3| 5326.5|      |      | 0|21.732|0.0150| 1|20.135|0.0173| 1|      |      | 0|      |      |0|  0|1|01 02 24.91|+85 27 56.6|    7335|  12525|       |  |   |   |       |      |2228|    |    |   |
    7455|x|  12527| 6129.3| 3083.5|      |      | 0|21.683|0.0150| 1|20.661|0.0184| 1|      |      | 0|      |      |0|   |0|01 01 27.78|+85 09 17.3|    7336|  12527|       |  |   |   |       |      |6662|    |    |   |
    7456|x|  12528| 6130.1| 3756.2|      |      | 0|20.656|0.0163| 1|19.922|0.0163| 1|      |      | 0|      |      |0|  0|1|01 01 44.54|+85 14 53.0|    7337|  12528|       |  |   |   |       |      |6622|    |    |   |
    7457|x|  12529| 6130.1| 2216.9|      |      | 0|21.238|0.0150| 1|19.675|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 07.77|+85 02 04.7|    7338|  12529|       |  |   |   |       |      |9519|    |    |   |
    7458|x|  12530| 6131.1| 2277.4|      |      | 0|19.731|0.0166| 1|18.667|0.0177| 1|      |      | 0|      |      |0|  0|1|01 01 09.54|+85 02 34.9|    7339|  12530|       |  |   |   |       |      |9405|    |    |   |
    7459|x|  12531| 6131.8| 2552.7|      |      | 0|17.147|0.0154| 1|16.603|0.0157| 1|      |      | 0|      |      |0|  0|1|01 01 16.19|+85 04 52.3|    7340|  12531|       |  |   |   |       |      |9389|    |    |   |
    7460|x|  12532| 6131.9| 2807.6|      |      | 0|      |      | 0|20.792|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 22.20|+85 06 59.5|    7341|  12532|       |  |   |   |       |      |7259|    |    |   |
    7461|x|  12533| 6132.6| 6261.9|      |      | 0|19.306|0.0152| 1|18.371|0.0158| 1|      |      | 0|      |      |0|  0|1|01 02 53.15|+85 35 43.1|    7342|  12533|       |  |   |   |       |      |2160|    |    |   |
    7462|x|  12534| 6133.2| 3212.6|      |      | 0|19.620|0.0166| 1|18.352|0.0158| 1|      |      | 0|      |      |0|  0|1|01 01 32.40|+85 10 21.6|    7343|  12534|       |  |   |   |       |      |6650|    |    |   |
    7463|x|  12535| 6133.3| 6104.3|      |      | 0|21.287|0.0162| 1|19.951|0.0171| 1|      |      | 0|      |      |0|   |0|01 02 48.90|+85 34 24.5|    7344|  12535|       |  |   |   |       |      |2177|    |    |   |
    7464|x|  12536| 6134.6| 3727.0|      |      | 0|      |      | 0|20.848|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 45.63|+85 14 38.3|    7345|  12536|       |  |   |   |       |      |7149|    |    |   |
    7465|x|  12538| 6137.1| 5935.6|      |      | 0|20.334|0.0159| 1|18.857|0.0169| 1|      |      | 0|      |      |0|   |0|01 02 45.71|+85 33 00.2|    7346|  12538|       |  |   |   |       |      |2184|    |    |   |
    7466|x|  12539| 6138.4| 4125.5|      |      | 0|17.146|0.0204| 1|16.190|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 57.26|+85 17 57.0|    7347|  12539|       |  |   |   |       |      |6603|    |    |   |
    7467|x|  12542| 6139.2| 2516.4|      |      | 0|19.191|0.0155| 1|18.315|0.0159| 1|      |      | 0|      |      |0|  0|1|01 01 18.21|+85 04 34.0|    7348|  12542|       |  |   |   |       |      |9390|    |    |   |
    7468|x|  12543| 6139.9| 3509.9|      |      | 0|20.280|0.0163| 1|18.958|0.0159| 1|      |      | 0|      |      |0| 52|1|01 01 42.35|+85 12 49.8|    7349|  12543|       |  |   |   |       |      |6635|    |    |   |
    7469|x|  12544| 6141.3| 3316.6|      |      | 0|17.331|0.0168| 1|16.537|0.0158| 1|      |      | 0|      |      |0| 88|1|01 01 38.15|+85 11 13.2|    7350|  12544|       |  |   |   |       |      |6643|    |    |   |
    7470|x|  12550| 6146.7| 4087.7|      |      | 0|17.574|0.0192| 1|16.513|0.0154| 1|      |      | 0|      |      |0|  0|1|01 01 59.66|+85 17 37.9|    7351|  12550|       |  |   |   |       |      |6606|    |    |   |
    7471|x|  12552| 6147.4| 4034.3|      |      | 0|      |      | 0|20.995|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 58.57|+85 17 11.2|    7352|  12552|       |  |   |   |       |      |7128|    |    |   |
    7472|x|  12553| 6148.2| 3915.3|      |      | 0|16.640|0.0179| 2|16.025|0.0157| 2|      |      | 0|      |      |0| 31|2|01 01 55.85|+85 16 11.8|    7353|  12553|       |  |   |   |       |      |6612|1179|    |   |
    7473|x|  12554| 6148.6| 6166.0|      |      | 0|22.563|0.0150| 1|21.044|0.0177| 1|      |      | 0|      |      |0|   |0|01 02 57.29|+85 34 54.8|    7354|  12554|       |  |   |   |       |      |2398|    |    |   |
    7474|x|  12555| 6148.8| 2768.5|      |      | 0|22.632|0.0150| 1|21.765|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 27.89|+85 06 39.5|    7355|  12555|       |  |   |   |       |      |7274|    |    |   |
    7475|x|  12556| 6149.2| 1960.3|      |      | 0|20.451|0.0150| 1|19.993|0.0150| 1|      |      | 0|      |      |0|   |0|01 01 09.22|+84 59 56.1|    7356|  12556|       |  |   |   |       |      |9419|    |    |   |
    7476|x|  12557| 6149.8| 4841.2|      |      | 0|20.741|0.0167| 1|19.175|0.0175| 1|      |      | 0|      |      |0|  0|1|01 02 20.71|+85 23 53.8|    7357|  12557|       |  |   |   |       |      |6573|    |    |   |
    7477|x|  12558| 6150.5| 4443.5|      |      | 0|21.535|0.0175| 1|20.107|0.0178| 1|      |      | 0|      |      |0|  0|1|01 02 10.43|+85 20 35.3|    7358|  12558|       |  |   |   |       |      |6594|    |    |   |
    7478|x|  12559| 6150.8| 2965.9|      |      | 0|20.749|0.0209| 1|20.253|0.0198| 1|      |      | 0|      |      |0|   |0|01 01 33.39|+85 08 18.0|    7359|  12559|       |  |   |   |       |      |6674|    |    |   |
    7479|x|  12560| 6151.2| 2659.3|      |      | 0|19.294|0.0172| 1|18.324|0.0157| 1|      |      | 0|      |      |0|  0|1|01 01 26.23|+85 05 44.9|    7360|  12560|       |  |   |   |       |      |9385|    |    |   |
    7480|x|  12561| 6151.4| 5387.8|      |      | 0|21.198|0.0163| 1|20.520|0.0210| 1|      |      | 0|      |      |0|   |0|01 02 36.32|+85 28 26.4|    7361|  12561|       |  |   |   |       |      |2219|    |    |   |
    7481|x|  12562| 6151.4| 6224.9|      |      | 0|21.011|0.0155| 1|20.397|0.0159| 1|      |      | 0|      |      |0|   |0|01 03 00.22|+85 35 24.0|    7362|  12562|       |  |   |   |       |      |2166|    |    |   |
    7482|x|  12563| 6156.5| 4832.5|      |      | 0|14.180|0.0423| 2|13.616|0.0220| 2|      |      | 0|      |      |0|  0|2|01 02 23.25|+85 23 49.2|    7363|  12563|       |  |651|   |       |      |6574|    |    |V16|
    7483|x|  12564| 6156.6| 3034.1|      |      | 0|18.903|0.0175| 1|17.903|0.0186| 1|      |      | 0|      |      |0|  0|1|01 01 37.32|+85 08 51.8|    7364|  12564|       |  |   |   |       |      |6668|    |    |   |
    7484|x|  12565| 6156.7| 5534.1|      |      | 0|20.183|0.0166| 1|19.252|0.0158| 1|      |      | 0|      |      |0| 11|1|01 02 42.67|+85 29 39.2|    7365|  12565|       |  |   |   |       |      |2211|    |    |   |
    7485|x|  12566| 6156.9| 4221.9|      |      | 0|22.000|0.0150| 1|20.451|0.0168| 1|      |      | 0|      |      |0|   |0|01 02 07.28|+85 18 44.6|    7366|  12566|       |  |   |   |       |      |7127|    |    |   |
    7486|x|  12567| 6157.1| 4273.6|      |      | 0|20.728|0.0193| 1|19.338|0.0155| 1|      |      | 0|      |      |0| 27|1|01 02 08.70|+85 19 10.3|    7367|  12567|       |  |   |   |       |      |6600|    |    |   |
    7487|x|  12569| 6157.4| 5705.2|      |      | 0|18.876|0.0166| 1|17.698|0.0157| 1|      |      | 0|      |      |0|  0|1|01 02 47.80|+85 31 04.6|    7368|  12569|       |  |   |   |       |      |2205|    |    |   |
    7488|x|  12576| 6161.8| 6420.1|      |      | 0|18.607|0.0150| 1|17.777|0.0388| 1|      |      | 0|      |      |0|   |0|01 03 10.47|+85 37 01.1|    7369|  12576|       |  |   |   |       |      |2148|    |    |   |
    7489|x|  12577| 6162.0| 3539.5|      |      | 0|20.911|0.0190| 1|19.416|0.0169| 1|      |      | 0|      |      |0| 29|1|01 01 51.89|+85 13 03.8|    7370|  12577|       |  |   |   |       |      |6633|    |    |   |
    7490|x|  12578| 6162.1| 2545.9|      |      | 0|21.634|0.0150| 1|19.998|0.0472| 1|      |      | 0|      |      |0|   |0|01 01 27.78|+85 04 48.0|    7371|  12578|       |  |   |   |       |      |9510|    |    |   |
    7491|x|  12579| 6162.4| 5079.9|      |      | 0|20.855|0.0204| 1|19.159|0.0164| 1|      |      | 0|      |      |0|  0|1|01 02 32.43|+85 25 52.5|    7372|  12579|       |  |   |   |       |      |6545|    |    |   |
