#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-10T18:21:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5defe11a67cd	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/other/ApSS/361.126&tab:{J/other/ApSS/361.126/table4}&key:source=J/other/ApSS/361.126&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/other/ApSS/361.126/table4
#-order=I
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=e_Vmag
#-out=U-B
#-out=e_U-B
#-out=B-V
#-out=e_B-V
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Pmemb
#-out.all=2
#

#RESOURCE=yCat_1017036102
#Name: J/other/ApSS/361.126
#Title: NGC 6819 CCD UBV photometry (Ak+, 2016)
#Table	J_other_ApSS_361_126_table4:
#Name: J/other/ApSS/361.126/table4
#Title: Photometric and astrometric catalogue NGC 6819
#Column	ID	(I4)	[1/7060] Sequential number	[ucd=meta.record]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	pmRA	(F6.1)	? Proper motion component (pmRA*cosDE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F4.1)	? rms uncertainty on pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.1)	? Proper motion component	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F4.1)	? rms uncertainty on pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Pmemb	(I3)	? Membership probability [NULL integer written as an empty string]	[ucd=stat]
ID|RAJ2000|DEJ2000|Vmag|e_Vmag|U-B|e_U-B|B-V|e_B-V|pmRA|e_pmRA|pmDE|e_pmDE|Pmemb
6057|19 41 54.98|+40 13 33.20|14.758| 0.003| 0.046| 0.005| 0.584| 0.003|  29.1| 5.2|  13.2| 5.2|  0
6058|19 41 54.98|+40 21 08.70|19.616| 0.020|      |      | 0.604| 0.033| -28.6| 5.9| -12.4| 5.9|  1
6059|19 41 54.99|+40 11 31.78|16.327| 0.002| 0.124| 0.009| 0.683| 0.004|  -1.5| 5.1|  -1.5| 5.1| 92
6060|19 41 55.00|+40 12 48.34|20.731| 0.047|      |      | 0.637| 0.083|      |    |      |    |
6061|19 41 55.01|+40 08 06.50|20.623| 0.043|      |      | 1.640| 0.130| -12.1| 6.6|  34.9| 6.6|  0
6062|19 41 55.03|+40 10 59.10|19.668| 0.019|      |      | 0.672| 0.033|      |    |      |    |
6063|19 41 55.08|+40 02 57.74|17.623| 0.004| 0.281| 0.026| 0.779| 0.008| -13.4| 4.6|  12.2| 4.6|  3
6064|19 41 55.12|+40 13 09.99|17.238| 0.004| 0.643| 0.026| 0.928| 0.007|  -1.6| 4.0|  -3.2| 4.0| 92
6065|19 41 55.15|+40 11 05.02|14.574| 0.002| 0.109| 0.005| 0.666| 0.003|  -4.1| 3.8|   0.6| 3.8| 79
6066|19 41 55.17|+40 12 55.04|18.340| 0.007| 0.841| 0.072| 0.955| 0.014|  -4.5| 5.1|   1.1| 5.1| 85
6067|19 41 55.26|+40 10 16.36|19.485| 0.016|      |      | 1.029| 0.034| -22.0| 6.5| -22.0| 6.5|  3
6068|19 41 55.27|+40 04 14.33|16.948| 0.003| 0.149| 0.014| 0.742| 0.005|  -5.2| 4.0|  -3.6| 4.0| 98
6069|19 41 55.28|+40 02 06.78|19.353| 0.015|-0.027| 0.072| 0.548| 0.024|   8.7| 5.1|   4.2| 5.1| 16
6070|19 41 55.30|+40 13 46.95|20.067| 0.027|      |      | 1.275| 0.067|      |    |      |    |
6071|19 41 55.31|+40 05 43.06|20.203| 0.030|      |      | 0.793| 0.054|  -4.9| 6.4|  -2.5| 6.4| 99
6072|19 41 55.31|+40 09 03.28|20.671| 0.045|      |      | 1.852| 0.157|  -7.8| 4.5|  -1.0| 4.5| 81
6073|19 41 55.32|+40 04 06.33|20.364| 0.036|      |      | 1.676| 0.103|      |    |      |    |
6074|19 41 55.32|+40 09 07.58|18.224| 0.007| 0.495| 0.057| 1.061| 0.013|  -7.8| 4.5|  -1.0| 4.5| 81
6075|19 41 55.34|+40 02 52.33|16.804| 0.003| 0.036| 0.011| 0.505| 0.004|   0.3| 4.4| -10.7| 4.4| 43
6076|19 41 55.38|+40 13 31.89|15.841| 0.005| 0.355| 0.012| 0.798| 0.006|      |    |      |    |
6077|19 41 55.43|+40 16 14.86|20.438| 0.039|      |      | 0.291| 0.061|      |    |      |    |
6078|19 41 55.48|+40 12 40.76|19.013| 0.012|      |      | 1.339| 0.028|  -8.0| 5.6|  -3.9| 5.6| 89
6079|19 41 55.51|+40 03 04.90|18.045| 0.006| 0.729| 0.055| 0.947| 0.011|   3.3| 4.1|   9.0| 4.1|  7
6080|19 41 55.52|+40 07 50.80|16.615| 0.002| 0.305| 0.013| 0.799| 0.004|  -8.4| 4.0|  -4.6| 4.0| 75
6081|19 41 55.56|+40 12 52.78|18.809| 0.010|      |      | 0.960| 0.020|   6.8| 5.1|  -7.1| 5.1| 33
6082|19 41 55.58|+40 10 19.94|18.407| 0.007| 0.860| 0.087| 1.086| 0.015|   1.4| 4.8|   1.7| 4.8| 58
6083|19 41 55.62|+40 21 05.49|15.208| 0.003| 0.106| 0.007| 0.639| 0.004|  -1.8| 3.9| -17.7| 3.9|  5
6084|19 41 55.63|+40 01 42.41|14.644| 0.002| 0.169| 0.005| 0.656| 0.003| -16.7| 3.8| -16.8| 3.8|  1
6085|19 41 55.66|+40 06 16.56|19.236| 0.014|      |      | 1.514| 0.036|  -3.6| 4.3|  -3.0| 4.3|100
6086|19 41 55.68|+40 03 22.39|20.345| 0.035|      |      | 0.899| 0.065|      |    |      |    |
6087|19 41 55.72|+40 05 18.86|20.785| 0.052|      |      | 1.327| 0.124|      |    |      |    |
6088|19 41 55.75|+40 06 47.00|19.246| 0.014|      |      | 1.553| 0.038|  -5.2| 5.6|  -4.4| 5.6| 98
6089|19 41 55.75|+40 19 42.85|19.902| 0.026|      |      | 1.560| 0.071|   8.8| 5.4|   7.8| 5.4| 11
6090|19 41 55.76|+40 10 08.69|19.807| 0.021|      |      | 0.727| 0.038|      |    |      |    |
6091|19 41 55.77|+40 18 37.83|18.525| 0.009| 0.138| 0.043| 0.586| 0.014| -12.4| 6.6|  -3.6| 6.6| 70
6092|19 41 55.81|+40 13 04.56|18.310| 0.007| 0.030| 0.031| 0.593| 0.012|  -3.7| 5.2|  -0.7| 5.2| 95
6093|19 41 55.82|+40 01 50.49|18.284| 0.007| 0.331| 0.048| 0.846| 0.013|  -1.3| 4.2|  35.0| 4.2|  0
6094|19 41 55.93|+40 04 21.56|14.989| 0.003| 0.254| 0.007| 0.730| 0.004|  19.0| 3.9| -36.0| 3.9|  0
6095|19 41 55.93|+40 10 41.28|18.682| 0.009| 0.213| 0.083| 1.250| 0.020|   1.4| 5.1|  -2.5| 5.1| 78
6096|19 41 55.96|+40 09 11.47|19.482| 0.016| 0.303| 0.079| 0.352| 0.025|  -3.7| 5.9|   2.2| 5.9| 82
6097|19 41 55.98|+40 07 01.57|18.229| 0.007| 0.209| 0.034| 0.600| 0.011|  -2.4| 5.1|   1.0| 5.1| 84
6098|19 41 55.98|+40 08 54.58|17.948| 0.005| 1.035| 0.076| 1.232| 0.012|  -6.8| 4.0| -12.0| 4.0| 31
6099|19 41 56.01|+40 08 05.40|16.731| 0.003| 0.145| 0.012| 0.695| 0.004|  -7.5| 4.1|  -4.7| 4.1| 83
6100|19 41 56.02|+40 09 26.36|20.223| 0.030|      |      | 1.203| 0.069|  -0.2| 7.3| -19.2| 7.3| 33
6101|19 41 56.04|+40 05 10.89|18.379| 0.007| 0.311| 0.048| 0.814| 0.013|  -2.9| 4.7|   0.2| 4.7| 87
6102|19 41 56.04|+40 10 23.74|19.047| 0.012| 0.316| 0.089| 0.931| 0.023|  -3.0| 5.1|  -3.8| 5.1| 99
6103|19 41 56.05|+40 18 26.68|14.304| 0.002| 0.030| 0.004| 0.530| 0.003| -11.8| 3.8|   0.9| 3.8| 30
6104|19 41 56.10|+40 06 05.06|18.192| 0.006| 0.507| 0.050| 0.890| 0.012|   1.1| 4.4|  -1.3| 4.4| 71
6105|19 41 56.13|+40 19 34.35|19.047| 0.013| 0.266| 0.087| 0.851| 0.023|   0.6| 5.1|  -1.6| 5.1| 81
6106|19 41 56.15|+40 10 30.58|17.403| 0.004| 0.347| 0.023| 0.804| 0.007|  -4.3| 4.7|  -0.1| 4.7| 90
6107|19 41 56.18|+40 04 53.41|16.823| 0.003| 0.256| 0.014| 0.787| 0.005|  -3.5| 4.2|  -0.7| 4.2| 92
6108|19 41 56.18|+40 11 09.16|17.901| 0.005| 0.329| 0.032| 0.774| 0.009|   1.2| 4.3|  -3.2| 4.3| 72
6109|19 41 56.19|+40 09 19.03|20.758| 0.049|      |      | 1.545| 0.140|   0.0| 6.9|   4.5| 6.9| 70
6110|19 41 56.21|+40 12 28.00|19.976| 0.024|      |      | 0.606| 0.042|      |    |      |    |
6111|19 41 56.24|+40 06 31.04|15.949| 0.005| 0.333| 0.012| 0.802| 0.006|  -3.7| 3.8|   1.4| 3.8| 71
6112|19 41 56.25|+40 12 01.03|16.978| 0.003| 0.445| 0.020| 0.965| 0.006|  -4.4| 3.9|   9.6| 3.9|  9
6113|19 41 56.28|+40 04 09.19|20.152| 0.031|      |      | 1.429| 0.075|-317.5| 6.5| 319.0| 6.6|  0
6114|19 41 56.28|+40 11 49.48|15.815| 0.005| 0.543| 0.014| 0.915| 0.006| -16.1| 3.8| -27.3| 3.8|  0
6115|19 41 56.29|+40 09 05.39|15.462| 0.004| 1.190| 0.019| 1.321| 0.005|  -0.5| 3.8|  -3.1| 3.8| 33
6116|19 41 56.32|+40 02 22.06|14.167| 0.002| 0.046| 0.004| 0.559| 0.002|  -5.3| 3.8|   4.6| 3.8| 37
6117|19 41 56.33|+40 09 16.07|20.010| 0.025|      |      | 1.004| 0.052|   0.0| 6.4| -11.0| 6.4| 66
6118|19 41 56.33|+40 04 05.16|18.643| 0.009| 0.477| 0.071| 0.858| 0.016|   2.4| 5.9|  11.0| 5.9| 21
6119|19 41 56.33|+40 16 40.69|17.156| 0.003| 0.947| 0.039| 1.238| 0.007|  -2.0| 3.9|  -3.5| 3.9| 94
6120|19 41 56.35|+40 20 22.48|18.481| 0.008| 0.180| 0.045| 0.686| 0.014|  -1.7| 5.9|  -7.1| 5.9| 88
6121|19 41 56.38|+40 16 46.82|19.199| 0.014|      |      | 0.868| 0.026|      |    |      |    |
6122|19 41 56.38|+40 07 08.09|18.994| 0.011| 0.220| 0.063| 0.602| 0.019|      |    |      |    |
6123|19 41 56.40|+40 13 49.62|19.493| 0.017| 0.113| 0.102| 0.794| 0.031|      |    |      |    |
6124|19 41 56.40|+40 08 20.67|20.224| 0.030|      |      | 0.608| 0.052|   4.4| 8.6| -13.7| 8.6| 58
6125|19 41 56.40|+40 17 36.12|16.600| 0.002| 0.863| 0.020| 1.003| 0.005|  -9.7| 5.1|   7.8| 5.1| 26
6126|19 41 56.44|+40 12 25.02|17.172| 0.003| 0.303| 0.018| 0.757| 0.006|  -1.1| 5.4|  19.0| 5.4|  2
6127|19 41 56.45|+40 09 32.21|20.472| 0.038|      |      | 1.297| 0.091|  -3.1| 6.4|  -1.6| 6.4| 98
6128|19 41 56.50|+40 19 54.53|14.065| 0.002| 0.008| 0.003| 0.526| 0.002|   7.5| 3.8| -11.3| 3.8|  5
6129|19 41 56.51|+40 01 32.70|18.321| 0.007| 0.581| 0.065| 0.944| 0.014|  -3.0| 5.1|  -1.5| 5.1| 96
6130|19 41 56.53|+40 06 53.90|20.813| 0.052|      |      | 1.372| 0.132|      |    |      |    |
6131|19 41 56.60|+40 05 03.58|17.995| 0.006| 1.384| 0.124| 1.412| 0.013|   4.1| 3.9|   5.2| 3.9| 13
6132|19 41 56.60|+40 20 18.76|18.910| 0.011| 0.737| 0.108| 0.813| 0.021|  -7.3| 5.1|  -2.4| 5.1| 90
6133|19 41 56.60|+40 11 33.58|13.193| 0.001|      |      |      |      |   0.0| 3.8|  -5.2| 3.8| 74
6134|19 41 56.62|+40 21 10.90|19.799| 0.024|      |      | 1.245| 0.053|   1.9| 6.4|  -0.3| 6.4| 79
6135|19 41 56.63|+40 12 20.29|17.859| 0.005| 0.259| 0.030| 0.785| 0.009|  16.3| 6.3| -25.6| 6.3|  1
6136|19 41 56.64|+40 08 09.75|17.267| 0.004| 0.234| 0.019| 0.783| 0.006|  -4.0| 4.5|  -0.6| 4.5| 92
6137|19 41 56.64|+40 11 01.46|17.712| 0.005| 0.389| 0.030| 0.854| 0.009| -10.3| 4.2|  -3.3| 4.2| 61
6138|19 41 56.65|+40 12 33.44|16.800| 0.003| 0.409| 0.016| 0.825| 0.005|  -4.7| 4.0|   2.6| 4.0| 61
6139|19 41 56.66|+40 07 24.32|18.963| 0.011|      |      | 1.260| 0.025|  -1.4| 5.5|   3.5| 5.5| 68
6140|19 41 56.66|+40 10 08.03|17.207| 0.003| 0.213| 0.018| 0.757| 0.006| -22.7| 4.0| -19.6| 4.0|  0
6141|19 41 56.68|+40 18 20.74|19.681| 0.021|      |      | 0.968| 0.041|   2.1| 7.2|   5.1| 7.2| 63
6142|19 41 56.71|+40 05 31.05|19.149| 0.013|      |      | 1.304| 0.030|  -6.9| 4.3|   3.6| 4.3| 51
6143|19 41 56.72|+40 20 28.04|17.259| 0.004| 0.060| 0.017| 0.707| 0.006|   1.2| 4.2|  -0.1| 4.2| 63
6144|19 41 56.72|+40 13 28.11|17.915| 0.005| 0.842| 0.053| 0.998| 0.010|  -3.5| 4.0|   4.2| 4.0| 46
6145|19 41 56.73|+40 10 19.28|19.868| 0.022|      |      | 0.924| 0.044|  -6.6| 5.1|   3.2| 5.1| 66
6146|19 41 56.76|+40 10 15.77|18.567| 0.008| 1.087| 0.115| 1.058| 0.017|  -6.6| 5.1|   3.2| 5.1| 66
6147|19 41 56.77|+40 03 28.94|18.793| 0.010|-2.110| 0.024| 1.077| 0.020|  -4.3| 5.1|  -4.0| 5.1|100
6148|19 41 56.79|+40 03 38.37|17.420| 0.004| 0.939| 0.040| 1.014| 0.007|  -4.4| 4.0|  -2.4| 4.0| 99
6149|19 41 56.80|+40 17 25.54|19.813| 0.023|      |      | 0.903| 0.044|      |    |      |    |
6150|19 41 56.82|+40 08 43.99|17.498| 0.004| 0.059| 0.019| 0.696| 0.007|  -4.4| 4.5|   5.5| 4.5| 43
6151|19 41 56.86|+40 05 16.65|18.990| 0.011| 0.353| 0.077| 0.738| 0.020|  -6.2| 5.3| -17.6| 5.3| 19
6152|19 41 56.87|+40 10 29.10|17.148| 0.003| 0.223| 0.017| 0.715| 0.006|  -2.8| 4.8|  -3.2| 4.8| 99
6153|19 41 56.89|+40 13 49.94|18.563| 0.008| 0.434| 0.069| 1.016| 0.017|  -0.1| 5.1|  -3.7| 5.1| 88
6154|19 41 56.92|+40 01 38.90|19.537| 0.019| 0.216| 0.132| 0.819| 0.033|   6.9| 6.5| -17.8| 6.5| 18
6155|19 41 57.00|+40 08 54.23|19.295| 0.014| 0.357| 0.106| 0.817| 0.026|   7.0| 5.1|  -2.3| 5.1| 35
6156|19 41 57.02|+40 05 20.91|18.639| 0.009| 0.230| 0.045| 0.521| 0.014|   1.0| 5.1|   5.3| 5.1| 43
6157|19 41 57.02|+40 17 58.16|18.331| 0.007| 0.475| 0.054| 0.872| 0.014|  -6.3| 5.1|   4.9| 5.1| 54
6158|19 41 57.03|+40 09 02.35|18.726| 0.009| 0.966| 0.124| 1.076| 0.019|  -0.8| 5.1|  -1.7| 5.1| 90
6159|19 41 57.04|+40 12 20.24|18.385| 0.007| 0.417| 0.047| 0.728| 0.013|  28.9| 6.6| -12.7| 6.6|  0
6160|19 41 57.08|+40 05 00.48|20.513| 0.040|      |      | 1.044| 0.081|      |    |      |    |
6161|19 41 57.09|+40 10 56.29|18.086| 0.006| 0.391| 0.042| 0.919| 0.011|  -4.3| 4.4|  -3.7| 4.4|100
6162|19 41 57.09|+40 08 17.10|19.915| 0.023|      |      | 0.710| 0.041|  21.2| 7.2| -37.2| 7.2|  0
6163|19 41 57.11|+40 10 12.55|17.032| 0.003| 0.174| 0.015| 0.738| 0.005|  32.4| 4.1|   3.0| 4.1|  0
6164|19 41 57.12|+40 16 51.10|18.445| 0.008| 0.816| 0.085| 1.019| 0.016|   3.5| 4.9|  -0.8| 4.9| 56
6165|19 41 57.13|+40 11 59.16|18.977| 0.012| 0.789| 0.123| 0.966| 0.023|  -1.8| 5.2|   1.7| 5.2| 78
6166|19 41 57.13|+40 18 25.70|18.786| 0.010|      |      | 1.235| 0.023|  -3.5| 5.4| -10.3| 5.4| 69
6167|19 41 57.14|+40 17 34.34|19.920| 0.025|      |      | 1.735| 0.078|      |    |      |    |
6168|19 41 57.14|+40 18 14.54|18.671| 0.009| 0.157| 0.051| 0.704| 0.016|  -5.2| 5.1|  -3.4| 5.1| 99
6169|19 41 57.15|+40 20 46.81|19.410| 0.017| 0.099| 0.099| 0.753| 0.030|   2.0| 5.3|   2.1| 5.3| 60
6170|19 41 57.18|+40 17 12.01|18.414| 0.008| 0.639| 0.072| 0.996| 0.015| -13.1| 5.1|   5.1| 5.1| 27
6171|19 41 57.20|+40 07 52.55|19.211| 0.014|      |      | 1.315| 0.032|  -2.2| 5.1|  -3.8| 5.1| 97
6172|19 41 57.21|+40 17 04.30|16.357| 0.002| 0.201| 0.009| 0.592| 0.003| -12.4| 3.9|  10.1| 3.9|  3
6173|19 41 57.22|+40 03 04.21|19.505| 0.018|      |      | 1.138| 0.036|  -0.2| 6.4|   1.1| 6.4| 83
6174|19 41 57.24|+40 07 56.22|20.018| 0.025|      |      | 0.935| 0.050|  -4.2| 7.2|  -1.2| 7.2| 98
6175|19 41 57.26|+40 21 03.06|20.556| 0.047|      |      | 1.367| 0.111|      |    |      |    |
6176|19 41 57.30|+40 20 32.81|17.997| 0.006| 0.193| 0.032| 0.693| 0.010|  -4.5| 4.9|  -0.7| 4.9| 94
6177|19 41 57.31|+40 03 19.61|19.893| 0.025|      |      | 1.568| 0.064|      |    |      |    |
6178|19 41 57.36|+40 14 03.40|14.213| 0.002| 1.348| 0.010| 1.363| 0.003|  -5.4| 3.8| -22.0| 3.8|  0
6179|19 41 57.39|+40 10 41.31|16.510| 0.002| 0.137| 0.010| 0.659| 0.004|  -5.5| 4.0|  -4.0| 4.0| 96
6180|19 41 57.40|+40 04 19.46|19.209| 0.014| 0.587| 0.134| 0.926| 0.026|  -1.0| 6.5|  -6.2| 6.5| 91
6181|19 41 57.41|+40 07 11.58|18.407| 0.007| 0.580| 0.060| 0.871| 0.014|  -4.7| 5.1|  -2.3| 5.1| 99
6182|19 41 57.57|+40 12 58.46|15.871| 0.005| 0.023| 0.009| 0.595| 0.006|  -7.3| 3.9|  -2.6| 3.9| 85
6183|19 41 57.59|+40 06 24.25|19.225| 0.014| 0.131| 0.093| 0.931| 0.026|  -1.1| 5.1|  -6.1| 5.1| 87
6184|19 41 57.61|+40 04 11.76|19.998| 0.026|      |      | 0.859| 0.047|  -1.5| 8.1|   4.0| 8.1| 82
6185|19 41 57.62|+40 09 26.34|18.168| 0.006| 0.250| 0.037| 0.751| 0.011|  -2.8| 4.9|  -0.9| 4.9| 94
6186|19 41 57.63|+40 11 20.61|15.575| 0.004| 0.142| 0.009| 0.707| 0.005|  -9.9| 3.8|  -7.6| 3.8| 44
6187|19 41 57.65|+40 07 20.63|20.214| 0.032|      |      | 1.663| 0.093|      |    |      |    |
6188|19 41 57.67|+40 03 09.55|19.644| 0.020|      |      | 0.817| 0.035|   2.1| 7.2|   1.8| 7.2| 76
6189|19 41 57.69|+40 20 44.51|19.018| 0.012|-0.176| 0.050| 0.545| 0.020|  -4.3| 5.9|   0.1| 5.9| 93
6190|19 41 57.73|+40 02 31.28|18.531| 0.008|      |      | 1.276| 0.018|  19.1| 4.0|   7.8| 4.0|  0
6191|19 41 57.78|+40 12 19.56|18.120| 0.006|-0.025| 0.036| 1.064| 0.012|   0.6| 5.1|  -0.9| 5.1| 79
6192|19 41 57.81|+40 06 01.09|19.112| 0.013|      |      | 1.121| 0.026|   0.4| 5.1|   0.9| 5.1| 73
6193|19 41 57.85|+40 17 55.63|20.066| 0.027|      |      | 1.473| 0.072|      |    |      |    |
6194|19 41 57.87|+40 09 01.07|19.199| 0.013|      |      | 1.225| 0.030|  -4.0| 5.1|   1.1| 5.1| 85
6195|19 41 57.88|+40 20 57.25|18.473| 0.008| 0.416| 0.064| 0.923| 0.015|  -0.2| 5.1|  -1.4| 5.1| 86
6196|19 41 57.88|+40 07 52.11|18.648| 0.009| 0.451| 0.067| 0.851| 0.016|  -3.4| 5.1|  -0.4| 5.1| 93
6197|19 41 57.90|+40 03 38.03|20.512| 0.041|      |      | 1.158| 0.087|      |    |      |    |
6198|19 41 57.90|+40 14 20.92|15.396| 0.004| 0.082| 0.007| 0.583| 0.005|   8.9| 5.6| -24.2| 5.6|  1
6199|19 41 57.91|+40 07 01.48|17.584| 0.004| 0.151| 0.022| 0.720| 0.007| -10.8| 5.1|  -0.3| 5.1| 62
6200|19 41 57.92|+40 07 25.24|18.174| 0.006| 0.228| 0.038| 0.805| 0.011|  -3.4| 4.8|   0.9| 4.8| 84
6201|19 41 57.92|+40 02 08.69|16.600| 0.002| 0.041| 0.010| 0.611| 0.004| -12.0| 4.0| -20.4| 4.0|  1
6202|19 41 57.93|+40 19 50.69|15.164| 0.003| 0.714| 0.011| 1.117| 0.004|  -7.0| 3.8|  -0.1| 3.8| 24
6203|19 41 57.94|+40 10 20.29|20.224| 0.030|      |      | 1.394| 0.078|      |    |      |    |
6204|19 41 57.94|+40 05 08.40|19.077| 0.012|-0.007| 0.062| 0.662| 0.021|  -3.7| 5.2|   3.2| 5.2| 71
6205|19 41 57.96|+40 04 45.51|15.394| 0.004| 0.132| 0.007| 0.659| 0.005|  -4.8| 3.8|   8.4| 3.8| 12
6206|19 41 57.98|+40 03 55.12|19.817| 0.022|      |      | 0.808| 0.040|      |    |      |    |
6207|19 41 58.03|+40 11 29.97|19.427| 0.016|      |      | 0.977| 0.032|   1.2| 7.2|   1.5| 7.2| 81
6208|19 41 58.04|+40 13 00.44|19.233| 0.014| 0.567| 0.113| 0.788| 0.025|  11.6| 6.4|   3.0| 6.4| 22
6209|19 41 58.06|+40 08 51.04|20.681| 0.045|      |      | 1.432| 0.120|      |    |      |    |
6210|19 41 58.07|+40 07 59.02|17.153| 0.003| 0.095| 0.015| 0.666| 0.006|  -7.4| 4.1|   7.8| 4.1| 17
6211|19 41 58.09|+40 20 34.40|16.136| 0.002| 0.906| 0.016| 1.036| 0.004|  -9.2| 3.8| -22.4| 3.8|  0
6212|19 41 58.11|+40 13 11.31|19.652| 0.019|      |      | 0.861| 0.036|  40.6| 6.6|  10.7| 6.6|  0
6213|19 41 58.11|+40 01 38.69|15.219| 0.003| 0.125| 0.007| 0.651| 0.004|  -9.4| 3.8|  -9.5| 3.8| 35
6214|19 41 58.11|+40 07 06.18|21.059| 0.065|      |      | 1.981| 0.242|      |    |      |    |
6215|19 41 58.12|+40 03 22.21|19.456| 0.017|-1.276| 0.064| 1.232| 0.037|  -5.5| 6.4|   5.2| 5.6| 58
6216|19 41 58.17|+40 00 43.87|19.930| 0.026|      |      | 0.884| 0.046|   1.4| 6.4|  -7.4| 6.4| 78
6217|19 41 58.18|+40 08 39.53|20.447| 0.038|      |      | 1.501| 0.102|  -3.0| 8.1|  -5.7| 8.1| 98
6218|19 41 58.20|+40 18 40.11|19.200| 0.014| 0.159| 0.080| 0.661| 0.024|  -1.2| 5.2|  -0.2| 5.2| 87
6219|19 41 58.21|+40 02 13.90|17.430| 0.004| 0.685| 0.033| 0.939| 0.007|  -0.3| 4.0|   4.4| 4.0| 36
6220|19 41 58.22|+40 06 13.50|17.554| 0.004| 0.544| 0.032| 0.926| 0.008|  -5.2| 4.2|   1.9| 4.2| 70
6221|19 41 58.26|+40 11 04.55|19.959| 0.024|      |      | 0.891| 0.047|  11.5| 5.9| -17.4| 5.9|  6
6222|19 41 58.27|+40 08 57.44|20.233| 0.031|      |      | 1.459| 0.082|  -7.8| 6.6|  -0.4| 6.6| 89
6223|19 41 58.32|+40 08 22.55|20.507| 0.039|      |      | 1.163| 0.088|      |    |      |    |
6224|19 41 58.34|+40 03 06.97|15.572| 0.004| 1.270| 0.022| 1.319| 0.006|  -7.6| 3.8|  -3.8| 3.8| 32
6225|19 41 58.35|+40 01 05.39|15.535| 0.004| 0.324| 0.010| 0.797| 0.005|  -7.0| 3.8|   1.9| 3.8| 57
6226|19 41 58.35|+40 17 18.38|18.222| 0.007|      |      | 1.435| 0.016| -18.2| 4.0| -14.9| 4.0|  1
6227|19 41 58.36|+40 06 04.86|19.425| 0.016|      |      | 1.174| 0.035|  -6.3| 6.4|   1.2| 6.4| 87
6228|19 41 58.37|+40 03 49.15|19.457| 0.017|      |      | 1.263| 0.037|      |    |      |    |
6229|19 41 58.42|+40 07 15.68|19.591| 0.018|      |      | 0.927| 0.035| -17.9| 6.0|   8.5| 6.0| 13
6230|19 41 58.47|+40 10 07.31|17.871| 0.005| 0.444| 0.037| 0.913| 0.010| -13.6| 4.4|   1.9| 4.4| 25
6231|19 41 58.48|+40 04 22.34|19.117| 0.013| 0.562| 0.112| 0.847| 0.023|   9.9| 6.4|   0.9| 6.4| 32
6232|19 41 58.49|+40 09 38.34|18.402| 0.007| 0.177| 0.041| 0.736| 0.013| -14.3| 3.9|   7.9| 3.9|  3
6233|19 41 58.51|+40 11 01.98|20.177| 0.029|      |      | 0.746| 0.053|  11.5| 5.9| -17.4| 5.9|  6
6234|19 41 58.51|+40 04 48.58|18.883| 0.011|      |      | 1.161| 0.022|   1.7| 4.6|   4.3| 4.6| 39
6235|19 41 58.55|+40 02 47.34|18.747| 0.010|      |      | 1.512| 0.024| -23.4| 4.0| -13.6| 4.0|  0
6236|19 41 58.56|+40 11 41.31|17.359| 0.004| 0.228| 0.020| 0.742| 0.007|   0.4| 4.1|  -2.4| 4.1| 77
6237|19 41 58.58|+40 20 28.60|20.512| 0.045|      |      | 1.919| 0.149|      |    |      |    |
6238|19 41 58.59|+40 12 11.21|15.362| 0.004| 0.673| 0.012| 1.118| 0.005|  12.6| 3.8|  32.9| 3.9|  0
6239|19 41 58.60|+40 07 07.55|17.803| 0.005| 0.661| 0.040| 0.880| 0.009|  -5.3| 4.5|  -6.6| 4.5| 87
6240|19 41 58.61|+40 01 12.80|19.591| 0.019| 0.281| 0.144| 0.676| 0.031| -14.2| 5.9|  -7.1| 7.2| 48
