#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-16T12:04:15 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60c9e6e321a69a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=42	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/150/10&tab:{J/AJ/150/10/table4}&key:source=J/AJ/150/10/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/150/10/table4
#-order=I
#-out=WOCS
#-out=IDG
#-out=P38
#-out=IDM
#-out=IDMc
#-out=IDC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out.all=2
#-out=r_B-V
#-out=NW
#-out=VC
#VC=VC
#-out=<RV>
#-out=e_<RV>
#-out=s_<RV>
#-out=vsini
#-out=e_vsini
#-out=PRV
#-out=PPM1
#-out=PPM2
#-out=e/i
#-out=Mm
#-out=O
#-out=SB
#-out=RR
#-out=X
#-out=Simbad
#Simbad=Simbad
#-out.all=2
#

#RESOURCE=yCat_51500010
#Name: J/AJ/150/10
#Title: WOCS. LXVI. Radial velocity survey in M35 (Leiner+, 2015)
#Table	J_AJ_150_10_table4:
#Name: J/AJ/150/10/table4
#Title: Radial-velocity summary table
#Column	WOCS	(I6)	[2004/259044] WIYN Open Cluster Study number (G1)	[ucd=meta.id;meta.main]
#Column	IDG	(I6)	[2004/261044]? Identification number from paper XXXVIII (Geller et al. 2010, cat. J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	P38	(I3)	Display the data from Paper XXXVIII (Geller et al. 2009, J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	IDM	(I3)	[14/439]? Identification number from paper XXXIV (Meibom et al. 2009, cat. J/ApJ/695/679) (1) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDMc	(I3)	[4/521]? Identification number from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDC	(I3)	[3/763]? Identification number from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[11.43/16.5] The V-band apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	[0.2/1.36] The (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	r_B-V	(I2)	[1/2]? Source of the photometry (2) [NULL integer written as an empty string]	[ucd=meta.ref;phot.color;em.opt.B]
#Column	NW	(I2)	[0/53] Number of WIYN 3.5m observations	[ucd=meta.number]
#Column	VC	(A2)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	<RV>	(F7.2)	[-129/301] Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_<RV>	(F6.2)	[0/370]? Standard deviation of RV observation	[ucd=stat.stdev;spect.dopplerVeloc;stat.mean]
#Column	s_<RV>	(F4.1)	[0.5/2.1] Single-measurement precision in RV ({sigma}_i_)	[ucd=meta.code.qual;instr.precision;spect.dopplerVeloc]
#Column	vsini	(F5.1)	[0/144] Mean projected rotational velocity (3)	[ucd=phys.veloc.rotat;stat.mean]
#Column	e_vsini	(F5.1)	[0/124]? Standard error on vsini (3)	[ucd=stat.error;phys.veloc.rotat;stat.mean]
#Column	PRV	(I2)	[0/96]? Radial velocity membership probability (4) [NULL integer written as an empty string]	[ucd=stat.probability;spect.dopplerVeloc]
#Column	PPM1	(I2)	[0/99]? Proper-motion membership probability from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	PPM2	(I2)	[0/97]? Proper-motion membership probability from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	e/i	(F6.2)	[0/740] Ratio of RV standard deviation to single-measurement RV precision	[ucd=instr.precision;arith.ratio;spect.dopplerVeloc]
#Column	Mm	(A3)	Membership class (BLM, BLN, BM, BN, SM, SN, or U) (G2)	[ucd=src]
#Column	O	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SB	(A3)	Single (SB1) or double-lined (SB2) binary (5)	[ucd=meta.code.multip]
#Column	RR	(A2)	"RR" Indicates a Rapid Rotator	[ucd=meta.code]
#Column	X	(A1)	"X" Indicates an X-ray source	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
WOCS|IDG|P38|IDM|IDMc|IDC|RAJ2000|DEJ2000|Vmag|B-V|r_B-V|NW|VC|<RV>|e_<RV>|s_<RV>|vsini|e_vsini|PRV|PPM1|PPM2|e/i|Mm|O|SB|RR|X|Simbad
 20011| 20011|  1|   |   |   |06 09 25.40|+24 23 55.0|15.18| 0.98| 2| 3|VC|  50.74|  0.54| 0.5| 10.0|     | 0|  |  |  1.07|SN | |   |  | |Simbad
 22011| 22011|  1|   |   |   |06 08 45.86|+24 18 22.4|15.75| 0.91| 2| 3|VC| -24.88|  0.14| 0.5| 10.0|     | 0|  |  |  0.27|SN | |   |  | |Simbad
 28011| 28011|  1|   |   |   |06 08 52.72|+24 24 44.4|15.98| 0.98| 2| 5|VC|  40.41|  1.42| 0.5| 10.2|  0.2| 0|  |  |  2.84|SN | |   |  | |Simbad
 49013| 49013|  1|   |   |   |06 08 40.31|+24 19 38.6|16.10| 1.02| 2| 6|VC| -34.91|  0.48| 0.5| 12.0|  0.7| 0|  |  |  0.91|SN | |   |  | |Simbad
 39013| 39013|  1|   |   |   |06 08 40.25|+24 22 15.0|15.81| 0.94| 2| 3|VC|  51.69|  0.11| 0.5| 10.0|     | 0|  |  |  0.21|SN | |   |  | |Simbad
 42013| 42013|  1|   |   |   |06 09 17.44|+24 26 33.3|15.86| 1.17| 2| 3|VC| -39.34|  0.34| 0.5| 10.0|     | 0|  |  |  0.68|SN | |   |  | |Simbad
 45014| 45014|  1|   |   |   |06 08 56.46|+24 14 02.3|16.34| 1.09| 2| 3|VC| -42.94|  0.35| 0.5| 10.0|     | 0|  |  |  0.71|SN | |   |  | |Simbad
 63015| 63015|  1|   |   |   |06 08 49.65|+24 14 39.5|16.45| 1.13| 2| 3|VC|  13.66|  0.67| 0.6| 14.9|  1.0| 0|  |  |  1.20|SN | |   |  | |Simbad
 47015| 47015|  1|   |   |   |06 09 36.95|+24 17 44.5|15.73| 0.96| 2| 3|VC|  74.67|  0.29| 0.5| 12.1|  0.9| 0|  |  |  0.55|SN | |   |  | |Simbad
 35016| 35016|  1|   |   |   |06 09 14.56|+24 12 58.3|16.27| 1.25| 2| 3|VC| -56.80|  1.15| 0.5| 13.0|  1.5| 0|  |  |  2.14|SN | |   |  | |Simbad
 25017| 25017|  1|   |   |   |06 09 35.21|+24 15 25.2|15.60| 1.08| 2| 3|VC|  11.38|  0.17| 0.5| 10.5|  0.3| 0|  |  |  0.33|SN | |   |  | |Simbad
 19017| 19017|  1|   |   |   |06 09 43.68|+24 21 03.4|15.26| 0.89| 2| 3|VC| -20.67|  0.30| 0.5| 12.0|  2.0| 0|  |  |  0.57|SN | |   |  | |Simbad
 27017| 27017|  1|   |   |   |06 09 38.24|+24 15 49.8|15.62| 1.01| 2| 6|VC| -23.70|  0.97| 0.5| 11.7|  1.1| 0|  |  |  1.86|SN | |   |  | |Simbad
 23017| 22017|  1|   |   |   |06 09 44.51|+24 19 33.7|15.44| 1.12| 2| 3|VC|  24.55|  0.31| 0.5| 10.0|     | 0|  |  |  0.62|SN | |   |  | |Simbad
 33018| 33018|  1|   |   |   |06 08 29.95|+24 18 57.0|15.01| 0.84| 2| 3|VC|  34.40|  0.75| 0.5| 10.0|     | 0|  |  |  1.51|SN | |   |  | |Simbad
 34018| 34018|  1|   |   |   |06 09 33.72|+24 27 06.8|15.01| 0.80| 2| 3|VC|  34.94|  0.52| 0.5| 10.0|     | 0|  |  |  1.05|SN | |   |  | |Simbad
 36019| 36019|  1|   |   |   |06 09 47.06|+24 21 08.4|15.87| 0.97| 2| 3|VC|  34.18|  0.21| 0.5| 12.4|  2.2| 0|  |  |  0.39|SN | |   |  | |Simbad
 22019| 22019|  1|   |   |   |06 08 41.32|+24 13 24.9|14.94| 0.91| 2| 3|VC|  23.02|  0.22| 0.5| 10.0|     | 0|  |  |  0.44|SN | |   |  | |Simbad
 24019| 24019|  1|   |   |   |06 09 36.31|+24 27 08.1|15.02| 0.84| 2| 3|VC|  44.92|  0.44| 0.5| 10.0|     | 0|  |  |  0.87|SN | |   |  | |Simbad
 27019| 27019|  1|   |   |   |06 09 26.82|+24 12 06.3|15.26| 0.78| 2| 3|VC|  59.81|  0.44| 0.5| 10.0|     | 0|  |  |  0.87|SN | |   |  | |Simbad
 57020| 57020|  1|   |   |   |06 08 27.84|+24 17 27.1|16.18| 0.95| 2| 3|VC|  67.51|  0.41| 0.5| 11.8|  1.2| 0|  |  |  0.78|SN | |   |  | |Simbad
 31020| 31020|  1|   |   |   |06 09 31.01|+24 28 31.1|14.86| 0.73| 2| 3|VC|  33.52|  0.58| 0.5| 10.0|     | 0|  |  |  1.17|SN | |   |  | |Simbad
 43020| 43020|  1|   |   |   |06 08 29.47|+24 16 05.0|15.47| 0.82| 2| 3|VC|  25.48|  0.26| 0.5| 10.0|     | 0|  |  |  0.51|SN | |   |  | |Simbad
 46020| 46020|  1|   |   |   |06 08 26.34|+24 17 52.1|15.76| 0.91| 2| 3|VC| -32.75|  0.32| 0.5| 10.0|     | 0|  |  |  0.64|SN | |   |  | |Simbad
 35020| 35020|  1|   |   |   |06 08 23.88|+24 19 42.0|15.15| 0.95| 2| 3|VC|  14.99|  0.23| 0.5| 12.8|  0.8| 0|  |  |  0.43|SN | |   |  | |Simbad
 41021| 40021|  1|172|   |   |06 09 52.53|+24 20 44.5|15.74| 0.83| 2| 3|VC|  21.66|  0.51| 0.7| 22.6|  1.0| 0|  |  |  0.79|SN | |   |RR| |Simbad
 45022| 45022|  1|   |   |   |06 08 38.16|+24 28 34.6|15.84| 0.87| 2| 3|VC| -20.21|  0.59| 0.5| 10.0|     | 0|  |  |  1.17|SN | |   |  | |Simbad
 67022| 67022|  1|   |   |   |06 09 44.59|+24 26 48.7|16.39| 1.01| 2| 3|VC|  82.54|  0.39| 0.5| 10.6|  0.6| 0|  |  |  0.76|SN | |   |  | |Simbad
 52022| 52022|  1|   |   |   |06 08 24.39|+24 16 32.9|15.99| 1.00| 2| 3|VC|  63.57|  0.26| 0.5| 10.0|     | 0|  |  |  0.52|SN | |   |  | |Simbad
 58022| 58022|  1|   |   |   |06 08 59.30|+24 31 02.8|16.11| 1.22| 2| 3|VC|  76.47|  0.57| 0.6| 17.1|  7.1| 0|  |  |  0.98|SN | |   |  | |Simbad
 27023| 27023|  1|   |   |   |06 09 53.84|+24 16 52.4|15.41| 1.00| 2| 3|VC|  95.87|  0.21| 0.5| 11.4|  1.2| 0|  |  |  0.40|SN | |   |  | |Simbad
 30023| 30023|  1|   |   |   |06 08 42.77|+24 30 11.0|15.54| 1.06| 2| 4|VC| -23.19|  1.04| 0.5| 10.0|     | 0|  |  |  2.07|SN | |   |  | |Simbad
 33023| 34023|  1|   |   |   |06 09 51.14|+24 15 10.0|15.69| 0.94| 2| 3|VC|  13.31|  0.43| 0.5| 10.5|  0.5| 0|  |  |  0.85|SN | |   |  | |Simbad
 53023| 54023|  1|   |   |   |06 08 57.85|+24 31 38.7|16.42| 1.13| 2| 3|VC|  90.88|  0.55| 0.5| 10.0|     | 0|  |  |  1.09|SN | |   |  | |Simbad
 23024| 23024|  1|   |   |   |06 09 01.59|+24 08 58.8|15.42| 0.78| 2| 3|VC|  30.96|  0.17| 0.5| 10.0|     | 0|  |  |  0.34|SN | |   |  | |Simbad
 26024| 26024|  1|   |   |   |06 09 34.12|+24 30 23.6|15.64| 0.96| 2| 3|VC|  33.06|  0.59| 0.5| 10.0|     | 0|  |  |  1.17|SN | |   |  | |Simbad
 19024| 19024|  1|   |   |   |06 09 49.67|+24 27 08.8|15.24| 0.75| 2| 4|VC|  24.47|  1.14| 1.3| 74.2|  4.2| 0|  |  |  0.89|SN | |   |RR| |Simbad
 14024| 14024|  1|   |496|   |06 09 48.94|+24 13 14.6|14.81| 0.81| 2| 4|VC|   2.36|  0.48| 0.5| 11.6|  0.6| 0|50|  |  0.93|SN | |   |  | |Simbad
 20024| 20024|  1|   |   |   |06 08 34.79|+24 11 10.4|15.25| 0.77| 2| 3|VC|  23.99|  0.51| 0.5| 10.0|     | 0|  |  |  1.01|SN | |   |  | |Simbad
 48025| 48025|  1|   |   |   |06 09 14.56|+24 08 26.0|16.11| 0.98| 2| 4|VC|  23.00|  0.67| 0.5| 10.5|  0.5| 0|  |  |  1.33|SN | |   |  | |Simbad
 21025| 21025|  1|   |   |   |06 09 06.96|+24 08 16.2|15.06| 0.81| 2| 4|VC|  18.99|  0.13| 0.5| 11.8|  1.0| 0|  |  |  0.26|SN | |   |  | |Simbad
 22025| 22025|  1|   |   |   |06 09 59.03|+24 16 24.6|15.07| 0.79| 2| 3|VC|  25.52|  0.35| 0.5| 10.0|     | 0|  |  |  0.70|SN | |   |  | |Simbad
 60025| 60025|  1|   |   |   |06 08 23.05|+24 13 09.0|16.40| 1.02| 2| 4|VC| -20.69|  0.40| 0.5| 10.0|     | 0|  |  |  0.81|SN | |   |  | |Simbad
 40026| 40026|  1|   |   |   |06 08 39.84|+24 09 39.1|15.11| 0.94| 2| 3|VC| -34.83|  0.12| 0.5| 11.1|  1.1| 0|  |  |  0.23|SN | |   |  | |Simbad
 38026| 38026|  1|   |   |   |06 08 12.75|+24 17 48.2|15.07| 0.74| 2| 3|VC|  80.79|  0.22| 0.5| 10.6|  0.4| 0|  |  |  0.44|SN | |   |  | |Simbad
 30027| 30027|  1|   |   |   |06 09 06.20|+24 07 12.5|15.21| 1.14| 2| 3|VC|  -2.17|  0.81| 0.6| 15.1|  0.7| 0|  |  |  1.44|SN | |   |  | |Simbad
 41027| 41027|  1|   |   |   |06 10 03.34|+24 16 30.0|15.63| 0.81| 2| 3|VC|  39.37|  0.30| 0.5| 10.0|     | 0|  |  |  0.60|SN | |   |  | |Simbad
 56027| 56027|  1|   |   |   |06 08 15.28|+24 14 17.1|16.01| 1.02| 2| 3|VC|  30.92|  0.41| 0.5| 13.8|  3.0| 0|  |  |  0.76|SN | |   |  | |Simbad
 58027| 58027|  1|   |   |   |06 08 26.15|+24 10 55.3|16.02| 1.28| 2| 3|VC|  58.46|  0.31| 0.5| 10.0|     | 0|  |  |  0.63|SN | |   |  | |Simbad
 31028| 31028|  1|   |   |   |06 10 06.96|+24 19 25.1|15.00| 0.73| 2| 3|VC|  58.44|  0.32| 0.5| 10.0|     | 0|  |  |  0.63|SN | |   |  | |Simbad
 27028| 27028|  1|   |   |   |06 09 35.64|+24 32 39.1|14.77| 0.71| 2| 3|VC|  43.77|  0.41| 0.5| 10.0|     | 0|  |  |  0.83|SN | |   |  | |Simbad
 55028| 55028|  1|   |   |   |06 08 18.94|+24 12 15.7|15.74| 0.84| 2| 3|VC|  56.45|  0.52| 0.5| 10.0|     | 0|  |  |  1.04|SN | |   |  | |Simbad
 57028| 57028|  1|   |   |   |06 09 42.94|+24 31 43.7|15.88| 1.05| 2| 3|VC|  79.96|  0.14| 0.5| 11.5|  0.9| 0|  |  |  0.26|SN | |   |  | |Simbad
 43028| 43028|  1|   |   |   |06 10 07.45|+24 23 09.7|15.52| 0.95| 2| 3|VC| -78.06|  0.25| 0.6| 18.3|  1.2| 0|  |  |  0.42|SN | |   |  | |Simbad
 23028| 23028|  1|   |   |705|06 10 08.42|+24 22 16.8|14.61| 0.75| 2| 3|VC| -16.60|  0.50| 0.7| 26.0|  0.4| 0|  |85|  0.72|SN | |   |RR| |Simbad
 39029| 39029|  1|   |   |   |06 08 06.19|+24 22 38.2|15.16| 0.78| 2| 3|VC|  43.25|  0.36| 0.5| 10.0|     | 0|  |  |  0.72|SN | |   |  | |Simbad
 62029| 62029|  1|   |   |   |06 08 25.95|+24 31 00.5|16.02| 0.96| 2| 3|VC| -96.25|  0.50| 0.5| 10.4|  0.4| 0|  |  |  0.99|SN | |   |  | |Simbad
 60029| 60029|  1|   |   |   |06 08 33.50|+24 32 21.2|15.98| 0.92| 2| 3|VC|  10.03|  0.38| 0.5| 10.0|     | 0|  |  |  0.77|SN | |   |  | |Simbad
 35029| 35029|  1|   |   |   |06 08 04.38|+24 19 50.3|14.97| 0.75| 2| 3|VC|  68.02|  0.26| 0.5| 10.0|     | 0|  |  |  0.52|SN | |   |  | |Simbad
 35030| 35030|  1|   |   |   |06 08 43.80|+24 06 57.1|15.47| 0.82| 2| 3|VC| -91.81|  0.50| 0.6| 16.1|  1.5| 0|  |  |  0.88|SN | |   |  | |Simbad
 20030| 20030|  1|162|   |718|06 10 11.78|+24 21 41.6|14.51| 0.62| 2| 4|VC|   8.83|  0.83| 0.5| 10.0|     | 0|  |58|  1.66|SN | |   |  | |Simbad
 19030| 19030|  1|   |   |257|06 08 36.80|+24 07 29.1|14.48| 0.62| 2| 3|VC|  70.37|  0.23| 0.5| 10.0|     | 0|  |18|  0.47|SN | |   |  | |Simbad
 49030| 49030|  1|   |   |   |06 08 18.58|+24 30 10.9|15.91| 0.88| 2| 3|VC| -39.40|  0.61| 0.5| 10.0|     | 0|  |  |  1.23|SN | |   |  | |Simbad
 64030| 64030|  1|   |   |   |06 08 49.96|+24 34 47.1|16.24| 1.33| 2| 3|VC|  17.25|  0.28| 0.5| 10.0|     | 0|  |  |  0.56|SN | |   |  | |Simbad
 47030| 47030|  1|   |   |   |06 09 40.12|+24 33 21.8|15.89| 1.22| 2| 3|VC|  40.83|  0.58| 0.5| 10.0|     | 0|  |  |  1.15|SN | |   |  | |Simbad
 21030| 21030|  1|   |   |   |06 08 14.08|+24 11 52.0|14.62| 0.80| 2| 3|VC|  56.14|  0.16| 0.5| 10.0|     | 0|  |  |  0.31|SN | |   |  | |Simbad
 55031| 55031|  1|   |   |   |06 10 00.48|+24 29 24.5|16.18| 1.03| 2| 3|VC|  39.07|  0.51| 0.5| 10.1|  0.1| 0|  |  |  1.01|SN | |   |  | |Simbad
 53031| 53031|  1|   |   |   |06 09 01.86|+24 05 24.3|16.16| 1.07| 2| 3|VC| -27.81|  0.92| 0.6| 15.2|  2.7| 0|  |  |  1.63|SN | |   |  | |Simbad
 78032| 78032|  1|   |   |   |06 10 10.89|+24 26 08.7|16.41| 1.27| 2| 3|VC|  53.40|  0.64| 0.5| 10.0|     | 0|  |  |  1.28|SN | |   |  | |Simbad
 26032| 26032|  1|   |   |   |06 07 59.40|+24 20 08.8|14.71| 0.67| 2| 4|VC|  12.70|  1.03| 0.5| 10.3|  0.2| 0|  |  |  2.05|SN | |   |  | |Simbad
 66032| 66032|  1|   |   |   |06 08 02.38|+24 25 07.7|16.09| 1.02| 2| 3|VC|  41.88|  0.68| 0.5| 10.2|  0.2| 0|  |  |  1.36|SN | |   |  | |Simbad
 48032| 48032|  1|   |   |   |06 09 18.72|+24 04 54.8|15.44| 0.79| 2| 3|VC|  33.23|  0.28| 0.5| 10.0|     | 0|  |  |  0.56|SN | |   |  | |Simbad
 71033| 71033|  1|   |   |   |06 08 38.90|+24 35 05.7|16.23| 1.29| 2| 3|VC|  23.03|  0.25| 0.5| 10.0|     | 0|  |  |  0.50|SN | |   |  | |Simbad
 51033| 51033|  1|   |   |   |06 10 01.81|+24 10 11.7|15.82| 0.93| 2| 3|VC|  26.32|  0.45| 0.5| 10.0|     | 0|  |  |  0.90|SN | |   |  | |Simbad
 37033| 37033|  1|   |   |   |06 08 44.81|+24 35 46.7|15.33| 0.77| 2| 3|VC|  51.91|  0.81| 0.5| 10.0|     | 0|  |  |  1.63|SN | |   |  | |Simbad
 25033| 25033|  1|   |   |   |06 10 10.11|+24 28 07.2|14.85| 0.70| 2| 3|VC|  15.94|  0.17| 0.5| 12.4|  1.2| 0|  |  |  0.32|SN | |   |  | |Simbad
 20033| 20033|  1|   |   |108|06 08 03.94|+24 28 14.0|14.38| 0.62| 2| 3|VC|  30.79|  0.09| 0.5| 10.0|     | 0|  |94|  0.18|SN | |   |  | |Simbad
 56034| 56034|  1|   |   |   |06 08 57.67|+24 03 56.4|15.61| 1.12| 2| 4|VC|  12.43|  0.78| 0.6| 16.6|  2.3| 0|  |  |  1.34|SN | |   |  | |Simbad
 34034| 34034|  1|   |   |   |06 10 20.77|+24 19 50.1|14.84| 0.71| 2| 3|VC|  24.19|  0.21| 0.5| 10.0|     | 0|  |  |  0.43|SN | |   |  | |Simbad
 26034| 26034|  1|   |   |   |06 08 00.58|+24 27 19.4|14.34| 0.65| 2| 3|VC| -27.85|  0.39| 0.5| 10.0|     | 0|  |  |  0.77|SN | |   |  | |Simbad
 65034| 65034|  1|   |   |   |06 09 18.26|+24 03 53.3|15.80| 1.18| 2| 3|VC|  42.68|  0.41| 0.5| 10.0|     | 0|  |  |  0.82|SN | |   |  | |Simbad
 66034| 66034|  1|   |   |   |06 08 42.82|+24 36 15.8|15.83| 0.97| 2| 3|VC|  53.71|  0.12| 0.5| 12.9|  0.2| 0|  |  |  0.22|SN | |   |  | |Simbad
 43034| 43034|  1|   |   |   |06 09 07.86|+24 37 13.9|15.24| 0.86| 2| 4|VC|  16.01|  0.54| 0.5| 10.0|     | 0|  |  |  1.08|SN | |   |  | |Simbad
 44034| 44034|  1|   |   |   |06 08 01.95|+24 28 21.1|15.29| 0.76| 2| 3|VC|  37.12|  0.08| 0.5| 10.0|     | 0|  |  |  0.15|SN | |   |  | |Simbad
 79034| 79034|  1|   |   |   |06 09 38.32|+24 35 52.0|15.96| 1.21| 2| 3|VC|  36.93|  0.82| 0.5| 12.3|  1.2| 0|  |  |  1.55|SN | |   |  | |Simbad
 25035| 25035|  1|   |   |   |06 09 39.28|+24 05 00.5|14.49| 0.70| 2| 3|VC| -45.70|  0.15| 0.5| 10.0|     | 0|  |  |  0.30|SN | |   |  | |Simbad
 53035| 52035|  1|   |   |   |06 08 32.74|+24 05 20.7|15.62| 0.89| 2| 3|VC| -21.22|  0.60| 0.5| 12.1|  2.1| 0|  |  |  1.14|SN | |   |  | |Simbad
 58035| 57035|  1|   |   |   |06 10 21.53|+24 17 44.6|15.70| 0.82| 2| 3|VC|  47.30|  0.25| 0.5| 10.0|     | 0|  |  |  0.51|SN | |   |  | |Simbad
 57035| 56035|  1|   |   |   |06 10 11.66|+24 11 33.5|15.69| 0.96| 2| 3|VC|  28.66|  0.17| 0.5| 10.2|  0.1| 0|  |  |  0.34|SN | |   |  | |Simbad
 31035| 31035|  1|   |   |   |06 10 22.22|+24 17 46.7|14.81| 0.73| 2| 3|VC|  22.39|  0.16| 0.5| 10.0|     | 0|  |  |  0.32|SN | |   |  | |Simbad
 50035| 49035|  1|   |   |   |06 08 25.31|+24 34 48.9|15.59| 0.87| 2| 3|VC|  81.36|  0.44| 0.5| 10.0|     | 0|  |  |  0.89|SN | |   |  | |Simbad
 16035| 16035|  1|285|   |   |06 09 39.07|+24 04 42.9|13.75| 0.64| 2| 3|VC|  25.12|  0.18| 0.5| 10.2|  0.2| 0|  |  |  0.37|SN | |   |  | |Simbad
 37036| 37036|  1|   |   |   |06 09 33.25|+24 03 57.3|15.02| 0.96| 2| 3|VC|  22.93|  1.00| 0.5| 10.0|     | 0|  |  |  2.00|SN | |   |  | |Simbad
 64036| 64036|  1|   |   |   |06 09 51.27|+24 05 55.1|15.69| 0.95| 2| 3|VC|  39.38|  0.50| 0.6| 15.9|  0.6| 0|  |  |  0.88|SN | |   |  | |Simbad
 29036| 29036|  1|   |   |   |06 08 45.13|+24 03 34.3|14.47| 0.69| 2| 3|VC| -73.84|  0.36| 0.5| 10.0|     | 0|  |  |  0.72|SN | |   |  | |Simbad
 19036| 19036|  1|   |   |   |06 10 24.75|+24 22 03.1|13.79| 0.85| 2| 3|VC|  27.03|  0.18| 0.5| 10.0|     | 0|  |  |  0.36|SN | |   |  | |Simbad
 85036| 87036|  1|   |   |   |06 08 14.32|+24 33 21.8|16.39| 1.10| 2| 3|VC|  32.77|  0.79| 0.6| 14.9|  2.2| 0|  |  |  1.41|SN | |   |  | |Simbad
 28036| 28036|  1|   |   |   |06 10 25.02|+24 18 48.0|14.43| 0.88| 2| 4|VC|  10.48|  0.38| 0.7| 28.3|  0.8| 0|  |  |  0.53|SN | |   |RR| |Simbad
 59036| 59036|  1|   |   |   |06 10 18.14|+24 12 48.6|15.55| 0.90| 2| 3|VC| -18.09|  0.65| 0.5| 10.0|     | 0|  |  |  1.29|SN | |   |  | |Simbad
 74036| 74036|  1|   |   |   |06 10 10.94|+24 30 56.5|15.30| 0.89| 2| 4|VC|  18.02|  0.59| 0.5| 10.0|     | 0|  |  |  1.19|SN | |   |  | |Simbad
 38036| 38036|  1|319|   |   |06 10 03.78|+24 32 54.7|15.06| 0.75| 2| 3|VC|  21.24|  0.20| 0.5| 10.0|     | 0|  |  |  0.40|SN | |   |  | |Simbad
 54037| 54037|  1|   |   |   |06 10 06.61|+24 08 26.7|15.67| 0.94| 2| 3|VC| -71.43|  0.42| 0.5| 10.0|     | 0|  |  |  0.84|SN | |   |  | |Simbad
 77037| 77037|  1|   |   |   |06 10 26.79|+24 21 55.1|16.34| 1.05| 2| 3|VC| 109.60|  1.30| 0.5| 13.8|  0.9| 0|  |  |  2.38|SN | |   |  | |Simbad
 37037| 31037|  1|   |   |   |06 10 25.98|+24 17 10.7|15.08| 0.99| 1| 3|VC|  33.91|  0.93| 0.5| 10.0|     | 0|  |  |  1.86|SN | |   |  | |Simbad
 79037| 79037|  1|   |   |   |06 08 11.55|+24 07 28.4|16.35| 1.02| 2| 4|VC| -36.22|  0.87| 0.5| 13.9|  3.9| 0|  |  |  1.59|SN | |   |  | |Simbad
 41037| 41037|  1|   |   |   |06 09 21.46|+24 02 27.6|15.26| 1.02| 2| 3|VC| -27.50|  0.04| 0.5| 12.4|  0.3| 0|  |  |  0.08|SN | |   |  | |Simbad
 25037| 25037|  1|   |   |   |06 10 17.52|+24 29 31.6|14.65| 0.76| 2| 3|VC|  36.09|  0.15| 0.5| 10.0|     | 0|  |  |  0.31|SN | |   |  | |Simbad
 19037| 19037|  1|   |   |   |06 09 24.06|+24 02 28.4|14.26| 0.69| 2| 3|VC|  52.82|  1.38| 1.0| 50.4|  1.9| 0|  |  |  1.40|SN | |   |RR| |Simbad
 85037| 85037|  1|   |   |   |06 08 02.27|+24 09 28.5|16.40| 1.01| 2| 3|VC|  38.62|  0.37| 0.5| 10.0|     | 0|  |  |  0.75|SN | |   |  | |Simbad
 69038| 73038|  1|   |   |   |06 10 28.40|+24 22 29.6|15.91| 1.21| 1| 4|VC|  53.10|  0.38| 0.5| 10.0|     | 0|  |  |  0.77|SN | |   |  | |Simbad
 81038| 80038|  1|   |   |   |06 07 59.33|+24 30 42.5|16.12| 0.91| 2| 3|VC|  68.72|  0.08| 0.5| 10.0|     | 0|  |  |  0.15|SN | |   |  | |Simbad
 23038| 24038|  1|   |   |198|06 08 25.86|+24 04 20.5|13.98| 0.72| 2| 3|VC|  40.96|  0.01| 0.5| 10.0|     | 0|  |42|  0.03|SN | |   |  | |Simbad
