#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-10T18:31:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5defdd45bd11	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-order=I
#-out.src=J/AJ/148/38/table2
#-nav=cat:J/AJ/148/38&tab:{J/AJ/148/38/table2}&key:source=J/AJ/148/38/table2&HTTPPRM:&&-ref=VIZ5defdd45bd11&-out.max=unlimited&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=WOCS&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=V-I&-out=NW&-out=NC&-out=<RV>&-out=e_<RV>&-out=e/i&-out=PRV&-out=PPM&-out=Mm&-out=RV&-out=e_RV&-out=SB&-out=O&-out=XXIV&-out=VC&-ignore=VC=*&VC=VC&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/148/38/table2
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/148/38/table2
#-out=WOCS
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=V-I
#-out=NW
#-out=NC
#-out=<RV>
#-out=e_<RV>
#-out=e/i
#-out=PRV
#-out=PPM
#-out=Mm
#-out=RV
#-out=e_RV
#-out=SB
#-out=O
#-out=XXIV
#-out=VC
#-out=Simbad
#

#RESOURCE=yCat_51480038
#Name: J/AJ/148/38
#Title: WIYN open cluster study. LX. RV survey of NGC 6819 (Milliman+, 2014)
#Table	J_AJ_148_38_table2:
#Name: J/AJ/148/38/table2
#Title: Radial velocity summary table
#Column	WOCS	(I6)	[1001/260043] WIYN Open Cluster Study number (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? The V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	V-I	(F5.2)	? The (V-I) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	NW	(I2)	[0/62] Number of WIYN 3.5m observations	[ucd=meta.number;obs]
#Column	NC	(I2)	[0/32] Number of CfA observations	[ucd=meta.number;obs]
#Column	<RV>	(F7.2)	[-241.841/69.628] Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_<RV>	(F5.2)	Standard error in <RV>	[ucd=stat.error;spect.dopplerVeloc;stat.mean]
#Column	e/i	(F6.2)	External error divided by internal error	[ucd=stat.error;spect.dopplerVeloc;stat.mean]
#Column	PRV	(I2)	[0/94]? Radial velocity membership probability [NULL integer written as an empty string]	[ucd=stat.probability;spect.dopplerVeloc]
#Column	PPM	(I2)	[0/99]? Proper-motion membership probability [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	Mm	(A3)	Membership class (1)	[ucd=meta.code.class]
#Column	RV	(F7.2)	? Center-of-mass radial velocity ({gamma}_RV_)	[ucd=phys.veloc]
#Column	e_RV	(F5.2)	? Error in gamma	[ucd=stat.error;phys.veloc]
#Column	SB	(A3)	Single, double- or triple-lined binary (SB1, SB2 or SB3)	[ucd=meta.note]
#Column	O	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	XXIV	(I3)	Display the data from Paper XXIV (Hole et al. 2009, J/AJ/138/159) [NULL integer written as an empty string]	[ucd=meta.number]
#Column	VC	(A2)	Show the radial Velocity Curves	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
WOCS|RAJ2000|DEJ2000|Vmag|V-I|NW|NC|<RV>|e_<RV>|e/i|PRV|PPM|Mm|RV|e_RV|SB|O|XXIV|VC|Simbad
 66041|19 42 59.21|+40 06 11.8|15.56| 0.87| 3| 0|  -9.46| 0.16|  0.55| 0|57|SN |       |     |   | |  0|VC|Simbad
 66042|19 43 01.09|+40 17 59.5|15.30| 0.84| 3| 0|  16.30| 0.50|  1.76| 0| 0|SN |       |     |   | |  1|VC|Simbad
 66050|19 41 06.76|+39 47 08.7|15.26| 0.86| 2| 0| -59.64| 0.63|  1.57|  |  |   |       |     |   | |  0|VC|Simbad
 66051|19 42 21.14|+40 33 49.5|15.10| 0.76| 2| 0|  13.00| 8.41| 21.01|  |  |   |       |     |   | |  0|VC|Simbad
 66052|19 42 41.32|+40 31 55.5|14.87| 1.20| 3| 0| -21.94| 0.03|  0.12| 0| 1|SN |       |     |   | |  0|VC|Simbad
 66056|19 39 32.27|+39 52 20.2|15.39| 0.69| 3| 0|   3.70| 0.20|  0.72|89| 6|SM |       |     |   | |  0|VC|Simbad
 66058|19 41 34.95|+40 40 24.7|15.01| 1.35| 1| 0| -24.54| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 66059|19 39 28.57|+40 32 19.1|15.05| 1.31| 2| 0| -71.53| 0.66|  1.65|  |  |   |       |     |   | |  0|VC|Simbad
 67005|19 41 10.84|+40 13 41.9|16.33| 0.79| 3| 0|   3.55| 0.43|  1.52|90|98|SM |       |     |   | |  0|VC|Simbad
 67015|19 41 42.64|+40 06 11.6|16.43| 0.84| 7| 0| -28.16| 0.62|  3.81| 0| 0|SN |       |     |   | |  1|VC|Simbad
 67019|19 42 03.60|+40 09 26.0|16.50| 0.89| 3| 0|  11.08| 0.24|  0.86| 0| 0|SN |       |     |   | |  1|VC|Simbad
 67023|19 40 47.37|+40 21 17.9|16.17| 0.83| 3| 0| -13.37| 0.02|  0.08| 0| 0|SN |       |     |   | |  1|VC|Simbad
 67025|19 41 08.61|+39 59 29.7|16.16| 0.82| 5| 0| -70.95| 1.59|  7.95| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 67028|19 42 17.28|+40 04 02.1|15.97| 0.97|12| 0|   9.79| 1.47| 12.17| 0|  |BLN|       |     |   | |  1|VC|Simbad
 67029|19 41 30.01|+39 57 45.9|15.89| 0.74| 3| 0|   2.55| 0.91|  3.23|94|63|SM |       |     |   | |  0|VC|Simbad
 67030|19 41 48.34|+40 25 06.6|16.10| 0.78| 3| 0| -16.15| 0.38|  1.33| 0|18|SN |       |     |   | |  0|VC|Simbad
 67042|19 41 54.17|+39 52 00.3|15.35| 0.90| 2| 0|  19.24| 0.04|  0.10|  | 1|   |       |     |   | |  0|VC|Simbad
 67044|19 39 47.47|+40 25 09.4|15.51| 0.87| 3| 0| -50.63| 0.02|  0.07| 0|25|SN |       |     |   | |  0|VC|Simbad
 67050|19 39 21.70|+40 23 28.4|15.59| 0.83| 3| 0|  22.72| 0.44|  1.54| 0|58|SN |       |     |   | |  0|VC|Simbad
 67057|19 43 46.27|+40 09 43.5|15.35| 1.02| 3| 0|   6.12| 0.07|  0.24| 3|  |SN |       |     |   | |  0|VC|Simbad
 68006|19 41 26.26|+40 09 42.8|16.34| 0.79| 3| 0|   3.44| 0.42|  1.48|91|97|SM |       |     |   | |  0|VC|Simbad
 68007|19 41 33.83|+40 13 15.5|16.23| 0.93| 3| 0| -19.16| 0.83|  2.92| 0| 0|SN |       |     |   | |  1|VC|Simbad
 68008|19 41 10.51|+40 08 06.2|16.36| 0.80| 4| 0|   1.90| 0.38|  1.64|93|98|SM |       |     |   | |  1|VC|Simbad
 68016|19 40 57.36|+40 18 14.5|16.42| 0.84| 1| 0|  -7.65| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 68019|19 41 25.83|+40 02 38.2|16.51| 0.91| 2| 0| -58.53| 0.45|  1.13|  | 0|   |       |     |   | |  1|VC|Simbad
 68020|19 41 21.32|+40 02 14.3|     |     | 4| 0| -80.89|17.44| 75.52| 0|  |BLN|       |     |   | |  0|VC|Simbad
 68024|19 42 05.28|+40 04 44.2|16.02| 0.93| 3| 0|-130.46| 0.23|  0.80| 0| 0|SN |       |     |   | |  1|VC|Simbad
 68025|19 41 11.79|+39 59 25.6|16.16| 0.91| 4| 0|  14.33| 0.45|  1.93| 0| 0|SN |       |     |   | |  1|VC|Simbad
 68029|19 40 27.25|+40 01 19.0|15.85| 0.74| 3| 0|   6.15| 0.06|  0.22| 2| 0|SN |       |     |   | |  1|VC|Simbad
 68040|19 42 42.09|+40 00 20.4|15.49| 1.44| 3| 0| -99.27| 0.54|  1.90| 0|20|SN |       |     |   | |  0|VC|Simbad
 68044|19 43 10.03|+40 08 29.7|15.53| 0.79| 3| 0|   0.08| 0.13|  0.45|50|55|SM |       |     |   | |  0|VC|Simbad
 68050|19 40 55.37|+40 36 11.0|15.50| 0.78| 1| 0| -37.60| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 68051|19 41 28.84|+40 36 54.6|15.33| 1.31| 3| 0| -99.78| 0.63|  2.24| 0|  |SN |       |     |   | |  0|VC|Simbad
 68058|19 42 24.46|+39 46 06.5|15.09| 0.88| 1| 0| -79.65| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 69005|19 41 09.83|+40 13 18.7|16.35| 0.87|18| 0|   3.18| 1.61| 16.58|87|98|BM |   3.85| 0.88|SB1|O|  1|VC|Simbad
 69007|19 41 29.49|+40 09 46.7|16.29| 0.81| 4| 0|   4.17| 0.47|  2.03|80|97|SM |       |     |   | |  0|VC|Simbad
 69008|19 41 29.64|+40 08 52.8|16.40| 0.83| 3| 0|   1.67| 0.38|  1.36|92|79|SM |       |     |   | |  1|VC|Simbad
 69015|19 41 54.31|+40 13 27.0|16.44| 0.86| 3| 0|   1.83| 0.15|  0.52|93|97|SM |       |     |   | |  1|VC|Simbad
 69016|19 40 37.50|+40 11 35.7|16.48| 0.87| 2| 0|  14.64| 0.13|  0.32|  | 0|   |       |     |   | |  1|VC|Simbad
 69023|19 42 10.61|+40 16 03.3|16.27| 0.97| 3| 0|  34.61| 0.42|  1.49| 0|57|SN |       |     |   | |  1|VC|Simbad
 69024|19 40 22.08|+40 17 25.0|16.00| 0.88| 4| 0| -42.82| 0.55|  2.40| 0| 0|SN |       |     |   | |  1|VC|Simbad
 69025|19 40 40.44|+40 21 51.5|16.10| 0.89| 9| 0| -50.63| 4.88| 34.50| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 69026|19 42 14.61|+40 05 34.1|16.09| 0.77| 3| 0|   1.39| 0.14|  0.50|90|61|SM |       |     |   | |  0|VC|Simbad
 69029|19 42 06.37|+40 22 34.9|15.80| 0.88| 5| 0| -36.53| 0.59|  2.94| 0|21|SN |       |     |   | |  1|VC|Simbad
 69036|19 42 39.10|+40 20 25.0|15.41| 0.95| 3| 0| -10.64| 0.18|  0.65| 0| 0|SN |       |     |   | |  0|VC|Simbad
 69051|19 43 16.28|+40 00 20.9|15.40| 1.31| 3| 0| -30.36| 0.18|  0.64| 0|10|SN |       |     |   | |  0|VC|Simbad
 69052|19 43 31.14|+40 11 46.5|15.14| 1.37| 3| 0| -87.48| 0.31|  1.11| 0|  |SN |       |     |   | |  0|VC|Simbad
 69056|19 43 21.87|+40 25 44.7|15.48| 0.63| 3| 0|  17.88| 3.56| 12.60| 0|  |BLN|       |     |   | |  0|VC|Simbad
 69058|19 38 48.52|+40 07 33.1|14.96| 0.69| 1| 0| -42.38| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 69059|19 39 35.98|+39 49 55.8|15.13| 0.81| 3| 0|   5.57| 0.34|  1.21|14|  |SN |       |     |   | |  0|VC|Simbad
 70004|19 41 19.57|+40 13 40.5|16.23| 0.80| 3| 0|   1.94| 0.27|  0.96|93|98|SM |       |     |   | |  0|VC|Simbad
 70006|19 41 23.33|+40 14 03.4|16.36| 0.81| 3| 0|   1.45| 0.70|  2.46|91|99|SM |       |     |   | |  1|VC|Simbad
 70007|19 41 34.20|+40 12 11.4|16.29| 0.81|15| 0|   1.66| 0.55|  5.13|92|95|BLM|       |     |   | |  1|VC|Simbad
 70008|19 40 59.02|+40 12 09.0|16.37| 0.83| 3| 0|   1.29| 0.41|  1.44|89|98|SM |       |     |   | |  1|VC|Simbad
 70015|19 41 00.19|+40 05 33.6|16.46| 0.90| 6| 0| -26.87| 1.59|  8.90| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 70017|19 41 55.98|+40 15 51.4|16.40| 0.81| 8| 0|   4.26| 0.52|  3.47|77| 5|SM |       |     |   | |  1|VC|Simbad
 70021|19 40 31.50|+40 06 53.0|16.41| 0.74| 4| 0| -19.42| 0.21|  0.92| 0|28|SN |       |     |   | |  1|VC|Simbad
 70024|19 41 12.44|+40 00 01.0|16.04| 0.85| 8| 0|  -2.53| 0.40|  2.67| 0|34|SN |       |     |   | |  1|VC|Simbad
 70030|19 42 34.22|+40 13 25.6|15.72| 0.83| 1| 0|  19.74| 0.40| -1.00|  |22|   |       |     |   | |  0|VC|Simbad
 70031|19 40 02.35|+40 17 33.4|16.38| 0.79| 4| 0|  41.44| 0.78|  3.39| 0|45|SN |       |     |   | |  0|VC|Simbad
 70032|19 41 42.82|+40 26 37.3|15.79| 0.90| 3| 0|  27.16| 0.56|  1.97| 0|  |SN |       |     |   | |  0|VC|Simbad
 70049|19 40 48.94|+40 35 27.0|15.42| 0.91| 1| 0| -29.61| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 70056|19 41 00.25|+40 39 17.5|15.40| 0.73| 2| 0|  19.47| 0.89|  2.22|  |  |   |       |     |   | |  0|VC|Simbad
 70057|19 38 51.15|+40 13 50.6|15.32| 1.17| 2| 0|   5.48| 1.34|  3.36|  |  |   |       |     |   | |  0|VC|Simbad
 70058|19 42 00.86|+40 39 15.9|15.11| 0.85| 1| 0| -36.37| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 70059|19 40 05.86|+40 37 29.5|15.32| 0.79| 1| 0| -12.07| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 71004|19 41 25.89|+40 10 48.7|16.24| 0.81| 1| 0|   9.14| 0.40| -1.00|  |95|   |       |     |   | |  0|VC|Simbad
 71006|19 41 20.61|+40 09 19.5|16.40| 0.82| 4| 0|   2.82| 0.42|  1.82|94|97|SM |       |     |   | |  0|VC|Simbad
 71007|19 41 28.74|+40 14 25.8|16.31| 0.88| 9| 0|   4.18| 0.50|  3.55|80|95|SM |       |     |   | |  1|VC|Simbad
 71023|19 42 11.64|+40 07 49.5|16.29| 0.92| 6| 0| -12.96| 0.43|  2.42| 0| 0|SN |       |     |   | |  1|VC|Simbad
 71024|19 41 08.30|+40 23 18.7|16.25| 0.78|26| 0|   0.34| 6.83| 85.35| 0|31|BN |  -6.60| 0.30|SB2| |  1|VC|Simbad
 71026|19 42 02.79|+40 02 28.6|16.07| 0.83| 4| 0| -24.20| 0.10|  0.44| 0|24|SN |       |     |   | |  0|VC|Simbad
 71033|19 42 01.48|+39 58 00.9|16.46| 0.90| 3| 0| -12.74| 0.29|  1.01| 0| 8|SN |       |     |   | |  0|VC|Simbad
 71044|19 41 50.80|+39 50 47.6|16.03| 0.83| 3| 0|   2.35| 0.91|  3.23|94|48|SM |       |     |   | |  0|VC|Simbad
 71049|19 43 24.39|+40 13 01.9|15.40| 0.80| 3| 0|  -0.75| 0.07|  0.26|10|  |SN |       |     |   | |  0|VC|Simbad
 71050|19 43 10.11|+40 23 54.0|15.39| 1.17| 3| 0| -74.97| 0.25|  0.90| 0| 9|SN |       |     |   | |  0|VC|Simbad
 71056|19 41 18.70|+40 39 30.4|15.43| 0.91| 2| 0| -24.05| 0.42|  1.04|  |  |   |       |     |   | |  0|VC|Simbad
 71057|19 43 17.18|+39 55 39.7|15.34| 1.27| 3| 0| -48.43| 0.31|  1.11| 0|  |SN |       |     |   | |  0|VC|Simbad
 71058|19 42 51.87|+40 34 15.9|14.93| 1.07| 3| 0| -17.44| 0.26|  0.91| 0|  |SN |       |     |   | |  0|VC|Simbad
 72005|19 41 14.69|+40 14 11.1|16.43| 0.80| 3| 0|   3.61| 0.35|  1.24|90|97|SM |       |     |   | |  1|VC|Simbad
 72006|19 41 31.30|+40 11 41.4|16.42| 0.79| 3| 0|   3.36| 0.63|  2.24|92|98|SM |       |     |   | |  1|VC|Simbad
 72007|19 41 32.71|+40 10 46.0|16.33| 0.80| 3| 0|   2.56| 0.37|  1.30|94|98|SM |       |     |   | |  0|VC|Simbad
 72008|19 41 04.68|+40 14 32.0|16.40| 0.84| 3| 0|  -0.01| 0.99|  3.49|45|98|SN |       |     |   | |  1|VC|Simbad
 72024|19 42 08.41|+40 18 04.5|16.08| 0.78| 5| 0|   2.78| 0.09|  0.43|94|57|SM |       |     |   | |  1|VC|Simbad
 72026|19 42 23.29|+40 12 45.8|16.51| 0.83| 9| 0|   1.77| 2.34| 16.55|93|53|BLM|       |     |   | |  0|VC|Simbad
 72030|19 40 49.96|+40 25 46.6|15.83| 0.85| 3| 0|  -3.17| 0.33|  1.17| 0|38|SN |       |     |   | |  0|VC|Simbad
 72031|19 41 51.23|+39 57 56.7|16.17| 1.01| 3| 0| -34.01| 0.12|  0.42| 0|59|SN |       |     |   | |  0|VC|Simbad
 72036|19 40 59.34|+40 28 58.2|15.77| 0.75| 3| 0| -30.28| 0.44|  1.54| 0|53|SN |       |     |   | |  0|VC|Simbad
 72040|19 39 57.38|+40 24 18.5|15.70| 0.87| 1| 0|  -6.13| 0.40| -1.00|  | 4|   |       |     |   | |  0|VC|Simbad
 72042|19 41 10.33|+40 32 28.8|15.45| 0.95|10| 0| -17.29| 4.15| 31.11| 0|  |BLN|       |     |   | |  0|VC|Simbad
 72043|19 42 42.73|+39 58 17.9|16.02| 0.90| 1| 0|  24.15| 0.40| -1.00|  | 8|   |       |     |   | |  0|VC|Simbad
 72044|19 42 16.01|+40 30 30.8|15.78| 0.87| 3| 0|  -8.85| 0.38|  1.33| 0| 4|SN |       |     |   | |  0|VC|Simbad
 72045|19 42 54.69|+39 59 35.9|15.62| 0.81| 3| 0|  -5.10| 0.62|  2.20| 0|60|SN |       |     |   | |  0|VC|Simbad
 72049|19 41 50.51|+40 35 15.2|15.37| 0.88| 2| 0| -23.92| 1.59|  3.98|  |  |   |       |     |   | |  0|VC|Simbad
 72050|19 42 08.68|+39 49 04.6|15.61| 0.88| 3| 0| -19.16| 0.11|  0.39| 0|  |SN |       |     |   | |  0|VC|Simbad
 72051|19 42 22.20|+39 49 53.2|15.54| 0.92| 3| 0| -22.43| 0.45|  1.58| 0|  |SN |       |     |   | |  0|VC|Simbad
 72052|19 40 07.71|+40 34 02.5|15.04| 0.84| 3| 0|  13.57|16.99| 60.08| 0|  |BU |       |     |   | |  0|VC|Simbad
 72056|19 41 44.44|+40 38 50.6|15.43| 1.17| 3| 0| -49.61| 0.19|  0.67| 0|  |SN |       |     |   | |  0|VC|Simbad
 72058|19 43 46.98|+40 10 35.9|14.81| 0.83| 6| 0| -43.00|10.04| 56.11| 0|  |BLN|       |     |   | |  0|VC|Simbad
 73007|19 41 34.49|+40 10 50.2|16.38| 0.81| 2| 0|   1.54| 1.04|  2.60|  |98|   |       |     |   | |  0|VC|Simbad
 73008|19 41 19.59|+40 15 32.5|16.44| 0.83| 3| 0|   1.92| 0.73|  2.59|93|35|SM |       |     |   | |  1|VC|Simbad
 73015|19 40 47.62|+40 07 19.3|16.46| 0.88| 3| 0|  13.73| 0.91|  3.22| 0| 0|SN |       |     |   | |  1|VC|Simbad
 73017|19 40 48.95|+40 05 53.3|16.43| 0.87| 4| 0|   0.54| 0.82|  3.54|73| 0|SN |       |     |   | |  1|VC|Simbad
 73023|19 41 24.85|+40 23 03.5|16.31| 0.83| 3| 0| -15.70| 0.26|  0.93| 0| 1|SN |       |     |   | |  0|VC|Simbad
 73024|19 42 13.65|+40 06 26.6|16.08| 0.93| 4| 0|  -9.47| 0.21|  0.92| 0| 0|SN |       |     |   | |  1|VC|Simbad
 73029|19 40 56.90|+40 25 39.4|16.46| 0.77| 3| 0| -17.21| 0.48|  1.70| 0|38|SN |       |     |   | |  0|VC|Simbad
 73030|19 41 46.51|+40 25 36.1|16.26| 0.94| 1| 0| -30.15| 0.40| -1.00|  | 9|   |       |     |   | |  0|VC|Simbad
 73038|19 41 14.59|+40 30 23.1|15.91| 0.88| 3| 0| -20.07| 0.11|  0.41| 0| 4|SN |       |     |   | |  0|VC|Simbad
 73039|19 42 31.73|+39 58 52.3|16.14| 0.87| 1| 0| -45.24| 0.40| -1.00|  |24|   |       |     |   | |  0|VC|Simbad
 73055|19 39 59.92|+40 34 46.9|     |     | 2| 0| -29.24| 1.13|  2.82|  |  |   |       |     |   | |  0|VC|Simbad
 73057|19 41 09.60|+40 40 13.6|15.52| 0.84| 2| 0|   7.07| 0.66|  1.65|  |  |   |       |     |   | |  0|VC|Simbad
 73058|19 43 29.76|+39 58 37.8|15.04| 0.94| 3| 0|  -6.24| 0.06|  0.23| 0|  |SN |       |     |   | |  0|VC|Simbad
 74004|19 41 25.54|+40 10 51.7|16.38| 0.85| 2| 0|   2.90| 2.15|  5.38|  |95|   |       |     |   | |  0|VC|Simbad
 74007|19 41 01.06|+40 12 01.3|16.40| 0.81| 2| 0|   5.01| 0.69|  1.74|  |98|   |       |     |   | |  0|VC|Simbad
 74008|19 41 29.80|+40 14 32.4|16.46| 0.86| 3| 0|   2.99| 0.19|  0.66|93|97|SM |       |     |   | |  0|VC|Simbad
 74017|19 41 46.89|+40 05 38.6|16.45| 0.90|10| 0|   5.73| 0.66|  4.94| 9| 1|BLN|       |     |   | |  1|VC|Simbad
 74027|19 41 33.20|+40 24 26.9|16.19| 1.41| 3| 0| -90.35| 0.12|  0.41| 0|41|SN |       |     |   | |  0|VC|Simbad
 74051|19 40 01.76|+40 32 46.7|15.47| 0.83| 3| 0| -10.97| 0.79|  2.79| 0|32|SN |       |     |   | |  0|VC|Simbad
 74052|19 43 30.01|+40 06 21.2|15.17| 0.87|12| 0|   4.91| 1.39| 11.54|39|  |BN |   5.05| 0.31|SB1| |  0|VC|Simbad
 74059|19 38 45.06|+40 15 42.1|15.40| 0.90| 3| 0|  -0.16| 0.33|  1.17|36|  |SN |       |     |   | |  0|VC|Simbad
 75004|19 41 14.45|+40 10 13.7|16.38| 0.84| 3| 0|   0.04| 0.39|  1.39|48| 0|SN |       |     |   | |  1|VC|Simbad
 75007|19 41 34.76|+40 11 08.2|16.41| 0.82|12| 0|  -0.09| 0.95|  7.91|40|98|BU |       |     |   | |  0|VC|Simbad
 75017|19 41 10.02|+40 20 02.6|16.45| 0.80| 5| 0|   2.77| 0.10|  0.50|94|97|SM |       |     |   | |  1|VC|Simbad
 75023|19 42 16.29|+40 09 25.0|16.33| 0.79| 3| 0|  -3.18| 0.25|  0.90| 0| 3|SN |       |     |   | |  0|VC|Simbad
 75024|19 41 20.05|+39 59 59.8|16.08| 0.75| 5| 0|  -1.06| 0.22|  1.12| 4| 3|SN |       |     |   | |  1|VC|Simbad
 75026|19 41 14.92|+39 59 14.0|15.96| 1.21| 3| 0| -57.04| 0.50|  1.75| 0|40|SN |       |     |   | |  0|VC|Simbad
 75029|19 41 28.26|+39 57 27.1|16.41| 0.82| 1| 0|  21.19| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 75031|19 40 28.97|+40 23 54.9|16.36| 0.84| 1| 0| -55.80| 0.40| -1.00|  | 1|   |       |     |   | |  0|VC|Simbad
 75036|19 42 49.36|+40 13 40.8|15.44| 0.77| 4| 0| -10.24| 1.40|  6.07| 0| 3|BLN|       |     |   | |  0|VC|Simbad
 75037|19 42 51.70|+40 14 13.3|16.40| 0.88| 2| 0|  18.68| 0.77|  1.92|  |57|   |       |     |   | |  0|VC|Simbad
 75042|19 40 52.16|+40 32 05.3|15.62| 0.76| 3| 0|  20.33| 0.84|  2.98| 0|45|SN |       |     |   | |  0|VC|Simbad
 75050|19 39 12.55|+40 05 52.1|15.32| 0.93| 3| 0| -50.92| 0.37|  1.31| 0| 8|SN |       |     |   | |  0|VC|Simbad
 75051|19 43 29.47|+40 13 46.4|15.41| 0.78| 3| 0| -19.45| 0.38|  1.35| 0|  |SN |       |     |   | |  0|VC|Simbad
 75053|19 43 17.08|+39 58 31.7|15.78| 0.82| 3| 0|  17.47| 0.34|  1.19| 0|61|SN |       |     |   | |  0|VC|Simbad
 75055|19 41 09.77|+40 39 13.5|15.53| 0.94| 2| 0|  15.12| 0.47|  1.18|  |  |   |       |     |   | |  0|VC|Simbad
 75057|19 40 09.80|+40 37 00.0|15.13| 0.67| 1| 0|  12.48| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 75058|19 38 49.05|+40 07 56.1|15.04| 1.20| 2| 0| -22.30| 0.58|  1.46|  |  |   |       |     |   | |  0|VC|Simbad
 75059|19 40 19.51|+39 44 48.4|15.52| 0.90| 1| 0|  -1.34| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 76004|19 41 26.01|+40 12 28.9|16.39| 0.88|38| 0|  12.25| 7.35|111.74|80|98|BM |   0.79| 0.23|SB2|O|  1|VC|Simbad
 76007|19 41 09.69|+40 14 26.1|16.42| 0.89|25| 0|   1.82| 0.36|  4.44|93|89|BLM|       |     |   | |  1|VC|Simbad
 76024|19 42 11.96|+40 06 06.7|16.10| 0.87| 4| 0| -37.26| 0.36|  1.56| 0|62|SN |       |     |   | |  0|VC|Simbad
 76025|19 41 21.27|+39 59 20.1|16.44| 1.17| 3| 0| -83.57| 0.82|  2.91| 0| 0|SN |       |     |   | |  1|VC|Simbad
 76027|19 42 16.00|+40 04 28.5|16.29| 0.91| 3| 0|   5.37| 0.34|  1.19|22| 1|SN |       |     |   | |  1|VC|Simbad
 76042|19 40 35.49|+40 30 55.8|15.66| 0.93| 1| 0| -28.13| 0.40| -1.00|  | 2|   |       |     |   | |  0|VC|Simbad
 76043|19 42 43.13|+39 58 12.4|16.27| 0.84| 3| 0| -48.45| 0.27|  0.97| 0|41|SN |       |     |   | |  0|VC|Simbad
 76049|19 39 18.76|+40 20 21.6|15.47| 1.32| 3| 0| -36.68| 0.28|  0.99| 0|  |SN |       |     |   | |  0|VC|Simbad
 76052|19 43 11.77|+39 58 05.8|15.27| 0.86| 3| 0| -44.58| 5.86| 20.71| 0| 3|BLN|       |     |   | |  0|VC|Simbad
 76056|19 42 39.50|+39 49 07.3|15.35| 1.31| 2| 0|  -1.38| 1.95|  4.88|  |  |   |       |     |   | |  0|VC|Simbad
 76057|19 43 18.68|+39 55 33.1|15.54| 0.76| 3| 0| -30.94| 0.22|  0.77| 0| 7|SN |       |     |   | |  0|VC|Simbad
 76058|19 43 20.52|+40 28 46.8|14.87| 0.80| 1| 0| -28.68| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 76059|19 42 37.44|+40 36 56.9|15.29| 1.32| 1| 0|  -7.31| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 77007|19 41 29.53|+40 09 09.8|16.48| 0.83|25| 0|   1.82| 0.55|  6.72|91| 8|BM |   1.56| 0.22|SB1|O|  1|VC|Simbad
 77017|19 41 45.20|+40 05 15.9|16.52| 0.88| 5| 0| -11.26| 0.65|  3.23| 0|19|SN |       |     |   | |  1|VC|Simbad
 77027|19 40 43.41|+40 23 18.7|16.17| 0.77| 3| 0|   4.19| 1.12|  3.97|79|43|SM |       |     |   | |  0|VC|Simbad
 77032|19 42 37.02|+40 15 47.0|16.05| 1.00| 1| 0| -14.57| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
